ID,Name,Year,Duration,Directors,Actors,Genres,Rating
1,Inception,2010,148,Christopher Nolan,"Leonardo DiCaprio, Joseph Gordon-Levitt, Elliot Page","Action, Adventure, Sci-Fi",8.8
2,Shutter Island,2010,138,Martin Scorsese,"Leonardo DiCaprio, Emily Mortimer, Mark Ruffalo","Drama, Mystery, Thriller",8.2
3,Toy Story 3,2010,103,Lee Unkrich,"Tom Hanks, Tim Allen, Joan Cusack","Animation, Adventure, Comedy",8.3
4,Iron Man 2,2010,124,Jon Favreau,"Robert Downey Jr., Mickey Rourke, Gwyneth Paltrow","Action, Sci-Fi",6.9
5,Black Swan,2010,108,Darren Aronofsky,"Natalie Portman, Mila Kunis, Vincent Cassel","Drama, Thriller",8.0
6,How to Train Your Dragon,2010,98,"Dean DeBlois, Chris Sanders","Jay Baruchel, Gerard Butler, Christopher Mintz-Plasse","Animation, Action, Adventure",8.1
7,The Social Network,2010,120,David Fincher,"Jesse Eisenberg, Andrew Garfield, Justin Timberlake","Biography, Drama",7.8
8,The King's Speech,2010,118,Tom Hooper,"Colin Firth, Geoffrey Rush, Helena Bonham Carter","Biography, Drama, History",8.0
9,Harry Potter and the Deathly Hallows: Part 1,2010,146,David Yates,"Daniel Radcliffe, Emma Watson, Rupert Grint","Adventure, Family, Fantasy",7.7
10,Despicable Me,2010,95,"Pierre Coffin, Chris Renaud","Steve Carell, Jason Segel, Russell Brand","Animation, Adventure, Comedy",7.6
11,Kick-Ass,2010,117,Matthew Vaughn,"Aaron Taylor-Johnson, Nicolas Cage, Chloë Grace Moretz","Action, Comedy, Crime",7.6
12,Tangled,2010,100,"Nathan Greno, Byron Howard","Mandy Moore, Zachary Levi, Donna Murphy","Animation, Adventure, Comedy",7.7
13,Scott Pilgrim vs. the World,2010,112,Edgar Wright,"Michael Cera, Mary Elizabeth Winstead, Kieran Culkin","Action, Comedy, Fantasy",7.5
14,Alice in Wonderland,2010,108,Tim Burton,"Mia Wasikowska, Johnny Depp, Helena Bonham Carter","Adventure, Family, Fantasy",6.4
15,Easy A,2010,92,Will Gluck,"Emma Stone, Amanda Bynes, Penn Badgley","Comedy, Drama, Romance",7.0
16,The Town,2010,125,Ben Affleck,"Ben Affleck, Rebecca Hall, Jon Hamm","Crime, Drama, Thriller",7.5
17,127 Hours,2010,94,Danny Boyle,"James Franco, Amber Tamblyn, Kate Mara","Biography, Drama",7.5
18,The Fighter,2010,116,David O. Russell,"Mark Wahlberg, Christian Bale, Amy Adams","Action, Biography, Drama",7.8
19,The Expendables,2010,103,Sylvester Stallone,"Sylvester Stallone, Jason Statham, Jet Li","Action, Adventure, Thriller",6.4
20,Tron: Legacy,2010,125,Joseph Kosinski,"Jeff Bridges, Garrett Hedlund, Olivia Wilde","Action, Adventure, Sci-Fi",6.8
21,True Grit,2010,110,"Ethan Coen, Joel Coen","Jeff Bridges, Matt Damon, Hailee Steinfeld","Drama, Western",7.6
22,Due Date,2010,95,Todd Phillips,"Robert Downey Jr., Zach Galifianakis, Michelle Monaghan","Comedy, Drama",6.5
23,Insidious,2010,103,James Wan,"Patrick Wilson, Rose Byrne, Ty Simpkins","Horror, Mystery, Thriller",6.8
24,The Book of Eli,2010,118,"Albert Hughes, Allen Hughes","Denzel Washington, Mila Kunis, Ray Stevenson","Action, Adventure, Drama",6.8
25,Salt,2010,100,Phillip Noyce,"Angelina Jolie, Liev Schreiber, Chiwetel Ejiofor","Action, Thriller",6.5
26,Red,2010,111,Robert Schwentke,"Bruce Willis, Helen Mirren, Morgan Freeman","Action, Comedy, Crime",7.0
27,Prince of Persia: The Sands of Time,2010,116,Mike Newell,"Jake Gyllenhaal, Gemma Arterton, Ben Kingsley","Action, Adventure, Fantasy",6.5
28,Megamind,2010,95,Tom McGrath,"Will Ferrell, Jonah Hill, Brad Pitt","Animation, Action, Adventure",7.3
29,The Other Guys,2010,107,Adam McKay,"Will Ferrell, Mark Wahlberg, Derek Jeter","Action, Comedy, Crime",6.7
30,Clash of the Titans,2010,106,Louis Leterrier,"Sam Worthington, Liam Neeson, Ralph Fiennes","Action, Adventure, Fantasy",5.8
31,Grown Ups,2010,102,Dennis Dugan,"Adam Sandler, Salma Hayek, Kevin James",Comedy,6.0
32,Robin Hood,2010,140,Ridley Scott,"Russell Crowe, Cate Blanchett, Matthew Macfadyen","Action, Adventure, Drama",6.6
33,The A-Team,2010,117,Joe Carnahan,"Liam Neeson, Bradley Cooper, Sharlto Copley","Action, Adventure, Crime",6.7
34,The Twilight Saga: Eclipse,2010,124,David Slade,"Kristen Stewart, Robert Pattinson, Taylor Lautner","Action, Adventure, Drama",5.1
35,The Tourist,2010,103,Florian Henckel von Donnersmarck,"Johnny Depp, Angelina Jolie, Paul Bettany","Action, Thriller",6.0
36,Predators,2010,107,Nimród Antal,"Adrien Brody, Laurence Fishburne, Topher Grace","Action, Adventure, Sci-Fi",6.4
37,Love & Other Drugs,2010,112,Edward Zwick,"Jake Gyllenhaal, Anne Hathaway, Judy Greer","Comedy, Drama, Romance",6.7
38,Shrek Forever After,2010,93,Mike Mitchell,"Mike Myers, Cameron Diaz, Eddie Murphy","Animation, Adventure, Comedy",6.3
39,Incendies,2010,131,Denis Villeneuve,"Lubna Azabal, Mélissa Désormeaux-Poulin, Maxim Gaudette","Drama, Mystery, War",8.3
40,Blue Valentine,2010,112,Derek Cianfrance,"Ryan Gosling, Michelle Williams, John Doman","Drama, Romance",7.3
41,Knight and Day,2010,109,James Mangold,"Tom Cruise, Cameron Diaz, Peter Sarsgaard","Action, Adventure, Comedy",6.3
42,The Karate Kid,2010,140,Harald Zwart,"Jackie Chan, Jaden Smith, Taraji P. Henson","Action, Drama, Family",6.2
43,Unstoppable,2010,98,Tony Scott,"Denzel Washington, Chris Pine, Rosario Dawson","Action, Thriller",6.8
44,The Next Three Days,2010,133,Paul Haggis,"Russell Crowe, Elizabeth Banks, Liam Neeson","Action, Crime, Drama",7.3
45,Percy Jackson & the Olympians: The Lightning Thief,2010,118,Chris Columbus,"Logan Lerman, Kevin McKidd, Steve Coogan","Adventure, Family, Fantasy",5.9
46,Machete,2010,105,"Ethan Maniquis, Robert Rodriguez","Danny Trejo, Michelle Rodriguez, Robert De Niro","Action, Crime, Thriller",6.6
47,Tucker and Dale vs Evil,2010,89,Eli Craig,"Tyler Labine, Alan Tudyk, Katrina Bowden","Comedy, Horror",7.5
48,Hot Tub Time Machine,2010,99,Steve Pink,"John Cusack, Rob Corddry, Craig Robinson","Comedy, Sci-Fi",6.4
49,Get Him to the Greek,2010,109,Nicholas Stoller,"Jonah Hill, Russell Brand, Elisabeth Moss","Comedy, Music",6.3
50,Resident Evil: Afterlife,2010,96,Paul W.S. Anderson,"Milla Jovovich, Ali Larter, Wentworth Miller","Action, Horror, Sci-Fi",5.8
51,The Last Airbender,2010,103,M. Night Shyamalan,"Noah Ringer, Nicola Peltz Beckham, Jackson Rathbone","Action, Adventure, Family",4.0
52,Date Night,2010,88,Shawn Levy,"Steve Carell, Tina Fey, Mark Wahlberg","Comedy, Crime, Romance",6.3
