ID,Name,Year,Duration,Directors,Actors,Genres,Rating
1,Titanic,1997,194,James Cameron,"Leonardo DiCaprio, Kate Winslet, Billy Zane","Drama, Romance",7.9
2,Good Will Hunting,1997,126,Gus Van Sant,"Robin Williams, Matt Damon, Ben Affleck","Drama, Romance",8.3
3,Life Is Beautiful,1997,116,Roberto Benigni,"Roberto Benigni, Nicoletta Braschi, Giorgio Cantarini","Comedy, Drama, Romance",8.6
4,L.A. Confidential,1997,138,Curtis Hanson,"Kevin Spacey, Russell Crowe, Guy Pearce","Crime, Drama, Mystery",8.2
5,Men in Black,1997,98,Barry Sonnenfeld,"Tommy Lee Jones, Will Smith, Linda Fiorentino","Action, Adventure, Comedy",7.3
6,The Fifth Element,1997,126,Luc Besson,"Bruce Willis, Milla Jovovich, Gary Oldman","Action, Adventure, Sci-Fi",7.6
7,Princess Mononoke,1997,133,Hayao Miyazaki,"Yôji Matsuda, Yuriko Ishida, Yûko Tanaka","Animation, Adventure, Fantasy",8.3
8,The Lost World: Jurassic Park,1997,129,Steven Spielberg,"Jeff Goldblum, Julianne Moore, Pete Postlethwaite","Action, Adventure, Sci-Fi",6.6
9,The Game,1997,129,David Fincher,"Michael Douglas, Deborah Kara Unger, Sean Penn","Drama, Mystery, Thriller",7.7
10,The Devil's Advocate,1997,144,Taylor Hackford,"Keanu Reeves, Al Pacino, Charlize Theron","Drama, Fantasy, Mystery",7.5
11,Face/Off,1997,138,John Woo,"John Travolta, Nicolas Cage, Joan Allen","Action, Crime, Sci-Fi",7.3
12,Jackie Brown,1997,154,Quentin Tarantino,"Pam Grier, Samuel L. Jackson, Robert Forster","Crime, Drama, Thriller",7.5
13,Liar Liar,1997,86,Tom Shadyac,"Jim Carrey, Maura Tierney, Amanda Donohoe","Comedy, Fantasy",6.9
14,Donnie Brasco,1997,127,Mike Newell,"Al Pacino, Johnny Depp, Michael Madsen","Biography, Crime, Drama",7.7
15,Gattaca,1997,106,Andrew Niccol,"Ethan Hawke, Uma Thurman, Jude Law","Drama, Sci-Fi, Thriller",7.7
16,Starship Troopers,1997,129,Paul Verhoeven,"Casper Van Dien, Denise Richards, Dina Meyer","Action, Adventure, Sci-Fi",7.3
