ID,Name,Year,Duration,Directors,Actors,Genres,Rating
1,Harry Potter and the Deathly Hallows: Part 2,2011,130.0,David Yates,"Daniel Radcliffe, Emma Watson, Rupert Grint","Adventure, Family, Fantasy",8.1
2,The Intouchables,2011,112.0,"Olivier Nakache, Éric Toledano","François Cluzet, Omar Sy, Anne Le Ny","Comedy, Drama",8.5
3,Thor,2011,115.0,Kenneth Branagh,"Chris Hemsworth, Anthony Hopkins, Natalie Portman","Action, Fantasy",7.0
4,Captain America: The First Avenger,2011,124.0,Joe Johnston,"Chris Evans, Hugo Weaving, Samuel L. Jackson","Action, Adventure, Sci-Fi",6.9
5,X-Men: First Class,2011,131.0,Matthew Vaughn,"James McAvoy, Michael Fassbender, Jennifer Lawrence","Action, Sci-Fi",7.7
6,Drive,2011,100.0,Nicolas Winding Refn,"Ryan Gosling, Carey Mulligan, Bryan Cranston","Action, Drama",7.8
7,Limitless,2011,105.0,Neil Burger,"Bradley Cooper, Anna Friel, Abbie Cornish","Sci-Fi, Thriller",7.4
8,Rise of the Planet of the Apes,2011,105.0,Rupert Wyatt,"James Franco, Andy Serkis, Freida Pinto","Action, Drama, Sci-Fi",7.6
9,"Crazy, Stupid, Love.",2011,118.0,"Glenn Ficarra, John Requa","Steve Carell, Ryan Gosling, Julianne Moore","Comedy, Drama, Romance",7.4
10,Pirates of the Caribbean: On Stranger Tides,2011,136.0,Rob Marshall,"Johnny Depp, Penélope Cruz, Ian McShane","Action, Adventure, Fantasy",6.6
11,Source Code,2011,93.0,Duncan Jones,"Jake Gyllenhaal, Michelle Monaghan, Vera Farmiga","Action, Drama, Mystery",7.5
12,The Hangover Part II,2011,102.0,Todd Phillips,"Bradley Cooper, Zach Galifianakis, Ed Helms",Comedy,6.5
13,Mission: Impossible - Ghost Protocol,2011,132.0,Brad Bird,"Tom Cruise, Jeremy Renner, Simon Pegg","Action, Adventure, Thriller",7.4
14,Warrior,2011,140.0,Gavin O'Connor,"Tom Hardy, Nick Nolte, Joel Edgerton","Action, Drama, Sport",8.1
15,The Girl with the Dragon Tattoo,2011,158.0,David Fincher,"Daniel Craig, Rooney Mara, Christopher Plummer","Crime, Drama, Mystery",7.8
16,The Help,2011,146.0,Tate Taylor,"Viola Davis, Emma Stone, Octavia Spencer",Drama,8.1
17,Sherlock Holmes: A Game of Shadows,2011,129.0,Guy Ritchie,"Robert Downey Jr., Jude Law, Jared Harris","Action, Adventure, Mystery",7.4
18,Moneyball,2011,133.0,Bennett Miller,"Brad Pitt, Robin Wright, Jonah Hill","Biography, Drama, Sport",7.6
19,Horrible Bosses,2011,98.0,Seth Gordon,"Jason Bateman, Charlie Day, Jason Sudeikis","Comedy, Crime",6.9
20,The Cabin in the Woods,2011,95.0,Drew Goddard,"Kristen Connolly, Chris Hemsworth, Anna Hutchison","Horror, Mystery, Thriller",7.0
