ID,Name,Year,Duration,Directors,Actors,Genres,Rating
1,The Shawshank Redemption,1994,142,Frank Darabont,"Tim Robbins, Morgan Freeman, Bob Gunton",Drama,9.3
2,Forrest Gump,1994,142,Robert Zemeckis,"Tom Hanks, Robin Wright, Gary Sinise","Drama, Romance",8.8
3,Pulp Fiction,1994,154,Quentin Tarantino,"John Travolta, Uma Thurman, Samuel L. Jackson","Crime, Drama",8.9
4,Léon: The Professional,1994,110,Luc Besson,"Jean Reno, Gary Oldman, Natalie Portman","Action, Crime, Drama",8.5
5,The Lion King,1994,88,"Roger Allers, Rob Minkoff","Matthew Broderick, Jeremy Irons, James Earl Jones","Animation, Adventure, Drama",8.5
6,The Mask,1994,101,Chuck Russell,"Jim Carrey, Cameron Diaz, Peter Riegert","Comedy, Crime, Fantasy",7.0
7,Dumb and Dumber,1994,107,"Peter Farrelly, Bobby Farrelly","Jim Carrey, Jeff Daniels, Lauren Holly",Comedy,7.3
8,Speed,1994,116,Jan de Bont,"Keanu Reeves, Dennis Hopper, Sandra Bullock","Action, Adventure, Thriller",7.3
9,Interview with the Vampire,1994,123,Neil Jordan,"Brad Pitt, Tom Cruise, Antonio Banderas","Drama, Fantasy, Horror",7.5
10,Ace Ventura: Pet Detective,1994,86,Tom Shadyac,"Jim Carrey, Courteney Cox, Sean Young",Comedy,6.9
11,True Lies,1994,141,James Cameron,"Arnold Schwarzenegger, Jamie Lee Curtis, Tom Arnold","Action, Comedy, Thriller",7.3
12,Natural Born Killers,1994,119,Oliver Stone,"Woody Harrelson, Juliette Lewis, O-Lan Jones","Crime, Romance",7.2
13,Clerks,1994,92,Kevin Smith,"Brian O'Halloran, Jeff Anderson, Marilyn Ghigliotti",Comedy,7.7
14,The Crow,1994,102,Alex Proyas,"Brandon Lee, Michael Wincott, Rochelle Davis","Action, Crime, Drama",7.5
15,Stargate,1994,116,Roland Emmerich,"Kurt Russell, James Spader, Jaye Davidson","Action, Adventure, Sci-Fi",7.0
16,Legends of the Fall,1994,133,Edward Zwick,"Brad Pitt, Anthony Hopkins, Aidan Quinn","Drama, Romance, War",7.5
17,Ed Wood,1994,127,Tim Burton,"Johnny Depp, Martin Landau, Sarah Jessica Parker","Biography, Comedy, Drama",7.8
18,Four Weddings and a Funeral,1994,117,Mike Newell,"Hugh Grant, Andie MacDowell, James Fleet","Comedy, Drama, Romance",7.1
19,The Santa Clause,1994,97,John Pasquin,"Tim Allen, Judge Reinhold, Wendy Crewson","Comedy, Drama, Family",6.6
20,Maverick,1994,127,Richard Donner,"Mel Gibson, Jodie Foster, James Garner","Action, Adventure, Comedy",7.0
21,Naked Gun 33 1/3: The Final Insult,1994,83,Peter Segal,"Leslie Nielsen, Priscilla Presley, George Kennedy","Comedy, Crime",6.5
22,Three Colors: Red,1994,99,Krzysztof Kieslowski,"Irène Jacob, Jean-Louis Trintignant, Frédérique Feder","Drama, Mystery, Romance",8.1
23,Clear and Present Danger,1994,141,Phillip Noyce,"Harrison Ford, Willem Dafoe, Anne Archer","Action, Crime, Drama",6.9
24,Chungking Express,1994,102,Wong Kar-Wai,"Brigitte Lin, Takeshi Kaneshiro, Tony Leung Chiu-wai","Comedy, Crime, Drama",7.9
25,Beverly Hills Cop III,1994,104,John Landis,"Eddie Murphy, Jon Tenney, Joey Travolta","Action, Comedy, Crime",5.5
26,The Flintstones,1994,91,Brian Levant,"John Goodman, Rick Moranis, Rosie O'Donnell","Comedy, Family, Fantasy",5.0
27,Star Trek: Generations,1994,118,David Carson,"Patrick Stewart, William Shatner, Malcolm McDowell","Action, Adventure, Mystery",6.6
28,The Hudsucker Proxy,1994,111,"Joel Coen, Ethan Coen","Tim Robbins, Paul Newman, Jennifer Jason Leigh","Comedy, Drama, Fantasy",7.2
29,In the Mouth of Madness,1994,95,John Carpenter,"Sam Neill, Jürgen Prochnow, Julie Carmen","Drama, Fantasy, Horror",7.1
30,Three Colors: White,1994,92,Krzysztof Kieslowski,"Zbigniew Zamachowski, Julie Delpy, Janusz Gajos","Comedy, Drama, Romance",7.6
31,Street Fighter,1994,102,Steven E. de Souza,"Jean-Claude Van Damme, Raul Julia, Ming-Na Wen","Action, Adventure, Comedy",4.1
32,The Client,1994,119,Joel Schumacher,"Susan Sarandon, Tommy Lee Jones, Brad Renfro","Crime, Drama, Mystery",6.7
33,Richie Rich,1994,95,Donald Petrie,"Macaulay Culkin, Edward Herrmann, John Larroquette","Comedy, Family",5.4
34,Quiz Show,1994,133,Robert Redford,"Ralph Fiennes, John Turturro, Rob Morrow","Biography, Drama, History",7.5
35,Junior,1994,109,Ivan Reitman,"Arnold Schwarzenegger, Danny DeVito, Emma Thompson","Comedy, Romance, Sci-Fi",4.7
36,The Specialist,1994,110,Luis Llosa,"Sylvester Stallone, Sharon Stone, James Woods","Action, Drama, Thriller",5.6
37,Heavenly Creatures,1994,99,Peter Jackson,"Melanie Lynskey, Kate Winslet, Sarah Peirse","Biography, Crime, Drama",7.2
38,Shallow Grave,1994,89,Danny Boyle,"Kerry Fox, Christopher Eccleston, Ewan McGregor","Crime, Drama, Thriller",7.2
39,New Nightmare,1994,112,Wes Craven,"Heather Langenkamp, Robert Englund, Jf Davis","Fantasy, Horror, Mystery",6.4
40,Timecop,1994,99,Peter Hyams,"Jean-Claude Van Damme, Mia Sara, Ron Silver","Action, Crime, Sci-Fi",5.9
41,Little Women,1994,115,Gillian Armstrong,"Susan Sarandon, Winona Ryder, Kirsten Dunst","Drama, Family, Romance",7.3
42,Wolf,1994,125,Mike Nichols,"Jack Nicholson, Michelle Pfeiffer, James Spader","Drama, Horror, Romance",6.3
43,Frankenstein,1994,123,Kenneth Branagh,"Robert De Niro, Kenneth Branagh, Helena Bonham Carter","Drama, Horror, Romance",6.3
44,The Little Rascals,1994,82,Penelope Spheeris,"Travis Tedford, Bug Hall, Brittany Ashton Holmes","Comedy, Family, Romance",6.3
45,"The Adventures of Priscilla, Queen of the Desert",1994,104,Stephan Elliott,"Hugo Weaving, Guy Pearce, Terence Stamp","Comedy, Music",7.5
46,Baby's Day Out,1994,99,Patrick Read Johnson,"Lara Flynn Boyle, Joe Mantegna, Joe Pantoliano","Adventure, Comedy, Crime",6.2
47,Airheads,1994,92,Michael Lehmann,"Brendan Fraser, Steve Buscemi, Adam Sandler","Comedy, Crime, Music",6.2
48,Wyatt Earp,1994,191,Lawrence Kasdan,"Kevin Costner, Dennis Quaid, Gene Hackman","Adventure, Biography, Drama",6.7
49,Andaz Apna Apna,1994,160,Rajkumar Santoshi,"Aamir Khan, Salman Khan, Raveena Tandon","Action, Comedy, Romance",8.0
50,Disclosure,1994,128,Barry Levinson,"Michael Douglas, Demi Moore, Donald Sutherland","Drama, Thriller",6.2
51,Reality Bites,1994,99,Ben Stiller,"Winona Ryder, Ethan Hawke, Janeane Garofalo","Comedy, Drama, Romance",6.6
52,Don Juan DeMarco,1994,97,Jeremy Leven,"Johnny Depp, Marlon Brando, Faye Dunaway","Comedy, Drama, Romance",6.7
53,The River Wild,1994,111,Curtis Hanson,"Meryl Streep, Kevin Bacon, David Strathairn","Adventure, Crime, Thriller",6.5
54,Drunken Master II,1994,102,"Chia-Liang Liu, Jackie Chan","Jackie Chan, Ho-Sung Pak, Lung Ti","Action, Comedy",7.5
55,Miracle on 34th Street,1994,114,Les Mayfield,"Richard Attenborough, Elizabeth Perkins, Dylan McDermott","Drama, Family, Fantasy",6.6
56,It Could Happen to You,1994,101,Andrew Bergman,"Nicolas Cage, Bridget Fonda, Rosie Perez","Comedy, Drama, Romance",6.4
