ID,Name,Year,Duration,Directors,Actors,Genres,Rating
1,Goodfellas,1990,145,Martin Scorsese,"Robert De Niro, Ray Liotta, Joe Pesci","Biography, Crime, Drama",8.7
2,Home Alone,1990,103,Chris Columbus,"Macaulay Culkin, Joe Pesci, Daniel Stern","Comedy, Family",7.7
3,Edward Scissorhands,1990,105,Tim Burton,"Johnny Depp, Winona Ryder, Dianne Wiest","Drama, Fantasy, Romance",7.8
4,Back to the Future Part III,1990,118,Robert Zemeckis,"Michael J. Fox, Christopher Lloyd, Mary Steenburgen","Adventure, Comedy, Sci-Fi",7.5
5,The Godfather Part III,1990,162,Francis Ford Coppola,"Al Pacino, Diane Keaton, Andy Garcia","Crime, Drama",7.6
6,Die Hard 2,1990,124,Renny Harlin,"Bruce Willis, William Atherton, Bonnie Bedelia","Action, Thriller",7.1
7,Pretty Woman,1990,119,Garry Marshall,"Richard Gere, Julia Roberts, Jason Alexander","Comedy, Romance",7.1
8,Total Recall,1990,113,Paul Verhoeven,"Arnold Schwarzenegger, Sharon Stone, Michael Ironside","Action, Adventure, Sci-Fi",7.5
9,Dances with Wolves,1990,181,Kevin Costner,"Kevin Costner, Mary McDonnell, Graham Greene","Adventure, Drama, Western",8.0
10,Misery,1990,107,Rob Reiner,"James Caan, Kathy Bates, Richard Farnsworth","Drama, Thriller",7.8
11,Ghost,1990,126,Jerry Zucker,"Patrick Swayze, Demi Moore, Whoopi Goldberg","Drama, Fantasy, Romance",7.1
12,The Hunt for Red October,1990,135,John McTiernan,"Sean Connery, Alec Baldwin, Scott Glenn","Action, Adventure, Thriller",7.5
13,Predator 2,1990,108,Stephen Hopkins,"Danny Glover, Gary Busey, Kevin Peter Hall","Action, Horror, Sci-Fi",6.3
14,Kindergarten Cop,1990,111,Ivan Reitman,"Arnold Schwarzenegger, Penelope Ann Miller, Pamela Reed","Action, Comedy, Crime",6.3
15,Awakenings,1990,121,Penny Marshall,"Robert De Niro, Robin Williams, Julie Kavner","Biography, Drama",7.8
16,Tremors,1990,96,Ron Underwood,"Kevin Bacon, Fred Ward, Finn Carter","Comedy, Horror",7.2
17,Rocky V,1990,104,John G. Avildsen,"Sylvester Stallone, Talia Shire, Burt Young","Drama, Sport",5.4
18,Miller's Crossing,1990,115,"Joel Coen, Ethan Coen","Gabriel Byrne, Albert Finney, John Turturro","Crime, Drama, Thriller",7.7
19,Jacob's Ladder,1990,113,Adrian Lyne,"Tim Robbins, Elizabeth Peña, Danny Aiello","Drama, Horror, Mystery",7.4
20,Gremlins 2: The New Batch,1990,106,Joe Dante,"Zach Galligan, Phoebe Cates, Howie Mandel","Comedy, Fantasy, Horror",6.4
21,Teenage Mutant Ninja Turtles,1990,93,Steve Barron,"Judith Hoag, Elias Koteas, Josh Pais","Action, Adventure, Comedy",6.8
22,Wild at Heart,1990,125,David Lynch,"Nicolas Cage, Laura Dern, Willem Dafoe","Crime, Drama, Thriller",7.2
23,Days of Thunder,1990,107,Tony Scott,"Tom Cruise, Nicole Kidman, Robert Duvall","Action, Drama, Sport",6.1
24,RoboCop 2,1990,117,Irvin Kershner,"Peter Weller, Nancy Allen, Belinda Bauer","Action, Crime, Sci-Fi",5.8
25,Flatliners,1990,115,Joel Schumacher,"Kiefer Sutherland, Kevin Bacon, Julia Roberts","Drama, Horror, Sci-Fi",6.6
26,La Femme Nikita,1990,117,Luc Besson,"Anne Parillaud, Marc Duret, Patrick Fontana","Action, Crime, Drama",7.3
27,Arachnophobia,1990,109,Frank Marshall,"Jeff Daniels, Julian Sands, John Goodman","Comedy, Horror, Thriller",6.5
28,Darkman,1990,96,Sam Raimi,"Liam Neeson, Frances McDormand, Colin Friels","Action, Sci-Fi, Thriller",6.4
29,Dick Tracy,1990,105,Warren Beatty,"Warren Beatty, Madonna, Al Pacino","Action, Comedy, Crime",6.2
30,Cry-Baby,1990,85,John Waters,"Johnny Depp, Ricki Lake, Amy Locane","Comedy, Musical",6.5
31,Child's Play 2,1990,84,John Lafia,"Alex Vincent, Jenny Agutter, Gerrit Graham","Horror, Thriller",6.0
32,The Witches,1990,91,Nicolas Roeg,"Anjelica Huston, Mai Zetterling, Jasen Fisher","Adventure, Comedy, Family",6.8
33,Presumed Innocent,1990,127,Alan J. Pakula,"Harrison Ford, Raul Julia, Greta Scacchi","Mystery, Thriller",6.9
34,Look Who's Talking Too,1990,81,Amy Heckerling,"John Travolta, Kirstie Alley, Olympia Dukakis","Comedy, Family, Romance",4.7
35,Bird on a Wire,1990,110,John Badham,"Mel Gibson, Goldie Hawn, David Carradine","Action, Comedy, Crime",6.0
36,The Rescuers Down Under,1990,77,"Hendel Butoy, Mike Gabriel","Bob Newhart, Eva Gabor, John Candy","Animation, Adventure, Comedy",6.8
37,Night of the Living Dead,1990,92,Tom Savini,"Tony Todd, Patricia Tallman, Tom Towles",Horror,6.8
38,Another 48 Hrs.,1990,95,Walter Hill,"Eddie Murphy, Nick Nolte, Brion James","Action, Comedy, Crime",5.9
39,King of New York,1990,103,Abel Ferrara,"Christopher Walken, David Caruso, Laurence Fishburne","Crime, Thriller",6.9
40,Lionheart,1990,108,Sheldon Lettich,"Jean-Claude Van Damme, Harrison Page, Deborah Rennard","Action, Crime, Drama",6.2
41,The Exorcist III,1990,110,William Peter Blatty,"George C. Scott, Ed Flanders, Brad Dourif","Drama, Horror, Mystery",6.5
42,Joe Versus the Volcano,1990,102,John Patrick Shanley,"Tom Hanks, Meg Ryan, Lloyd Bridges","Comedy, Romance",5.9
43,Young Guns II,1990,104,Geoff Murphy,"Emilio Estevez, Kiefer Sutherland, Lou Diamond Phillips","Action, Drama, Western",6.5
44,Mermaids,1990,110,Richard Benjamin,"Cher, Bob Hoskins, Winona Ryder","Comedy, Drama, Romance",6.7
45,Troll 2,1990,95,Claudio Fragasso,"Michael Paul Stephenson, George Hardy, Margo Prey","Comedy, Fantasy, Horror",3.0
46,Lord of the Flies,1990,90,Harry Hook,"Balthazar Getty, Chris Furrh, Danuel Pipoly","Adventure, Drama, Thriller",6.4
47,Problem Child,1990,81,Dennis Dugan,"Michael Oliver, John Ritter, Jack Warden","Comedy, Family",5.5
48,Hard to Kill,1990,96,Bruce Malmuth,"Steven Seagal, Kelly LeBrock, William Sadler","Action, Crime, Drama",5.8
49,Pump Up the Volume,1990,102,Allan Moyle,"Christian Slater, Samantha Mathis, Anthony Luke Lucero","Comedy, Drama, Music",7.2
50,The Grifters,1990,110,Stephen Frears,"Anjelica Huston, John Cusack, Annette Bening","Crime, Drama, Thriller",6.9
51,Air America,1990,113,Roger Spottiswoode,"Mel Gibson, Robert Downey Jr., Nancy Travis","Action, Comedy, War",5.8
52,Memphis Belle,1990,107,Michael Caton-Jones,"Matthew Modine, Eric Stoltz, Tate Donovan","Action, Drama, War",6.9
53,Dreams,1990,119,"Akira Kurosawa, Ishirô Honda","Akira Terao, Mitsuko Baishô, Toshie Negishi","Drama, Fantasy",7.7
54,The Rookie,1990,120,Clint Eastwood,"Clint Eastwood, Charlie Sheen, Raul Julia","Action, Crime, Drama",5.9
55,DuckTales the Movie: Treasure of the Lost Lamp,1990,74,Bob Hathcock,"Alan Young, Christopher Lloyd, Terence McGovern","Animation, Adventure, Comedy",6.8
56,Men at Work,1990,98,Emilio Estevez,"Charlie Sheen, Emilio Estevez, Leslie Hope","Action, Comedy, Crime",5.9
57,The NeverEnding Story II: The Next Chapter,1990,89,George Miller,"Jonathan Brandis, Kenny Morrison, Clarissa Burt","Adventure, Drama, Family",5.1
58,Three Men and a Little Lady,1990,104,Emile Ardolino,"Tom Selleck, Steve Guttenberg, Ted Danson","Comedy, Drama, Family",5.5
59,Nightbreed,1990,102,Clive Barker,"Craig Sheffer, David Cronenberg, Anne Bobby","Action, Fantasy, Horror",6.5
60,The Bonfire of the Vanities,1990,125,Brian De Palma,"Tom Hanks, Bruce Willis, Melanie Griffith","Comedy, Drama, Romance",5.6
61,State of Grace,1990,134,Phil Joanou,"Sean Penn, Ed Harris, Gary Oldman","Action, Crime, Drama",7.2
62,Days of Being Wild,1990,94,Wong Kar-Wai,"Leslie Cheung, Maggie Cheung, Andy Lau","Crime, Drama, Romance",7.4
63,Cyrano de Bergerac,1990,137,Jean-Paul Rappeneau,"Gérard Depardieu, Anne Brochet, Vincent Perez","Comedy, Drama, History",7.5
64,Green Card,1990,107,Peter Weir,"Gérard Depardieu, Andie MacDowell, Bebe Neuwirth","Comedy, Drama, Romance",6.3
65,Quigley Down Under,1990,119,Simon Wincer,"Tom Selleck, Laura San Giacomo, Alan Rickman","Action, Adventure, Drama",6.9
66,Marked for Death,1990,93,Dwight H. Little,"Steven Seagal, Joanna Pacula, Basil Wallace","Action, Crime, Drama",5.9
67,Close-Up,1990,98,Abbas Kiarostami,"Hossain Sabzian, Mohsen Makhmalbaf, Abolfazl Ahankhah","Biography, Crime, Drama",8.2
68,Rosencrantz & Guildenstern Are Dead,1990,117,Tom Stoppard,"Gary Oldman, Tim Roth, Richard Dreyfuss","Comedy, Drama",7.3
69,Slacker,1990,97,Richard Linklater,"Richard Linklater, Rudy Basquez, Jean Caffeine","Comedy, Drama",7.0
70,Hamlet,1990,135,Franco Zeffirelli,"Mel Gibson, Glenn Close, Alan Bates",Drama,6.7
71,Pacific Heights,1990,102,John Schlesinger,"Melanie Griffith, Matthew Modine, Michael Keaton","Drama, Mystery, Thriller",6.4
72,Internal Affairs,1990,115,Mike Figgis,"Richard Gere, Andy Garcia, Nancy Travis","Crime, Drama, Thriller",6.5
73,Quick Change,1990,89,"Howard Franklin, Bill Murray","Bill Murray, Geena Davis, Randy Quaid","Comedy, Crime",6.8
74,My Blue Heaven,1990,97,Herbert Ross,"Steve Martin, Rick Moranis, Joan Cusack","Comedy, Crime",6.2
75,The Freshman,1990,102,Andrew Bergman,"Marlon Brando, Matthew Broderick, Bruno Kirby","Comedy, Crime",6.5
76,Death Warrant,1990,89,Deran Sarafian,"Jean-Claude Van Damme, Robert Guillaume, Cynthia Gibb","Action, Crime, Mystery",5.7
77,Revenge,1990,124,Tony Scott,"Kevin Costner, Anthony Quinn, Madeleine Stowe","Action, Crime, Drama",6.2
78,Leatherface: Texas Chainsaw Massacre III,1990,85,Jeff Burr,"Kate Hodge, Ken Foree, R.A. Mihailoff","Horror, Thriller",5.0
79,Postcards from the Edge,1990,101,Mike Nichols,"Meryl Streep, Shirley MacLaine, Dennis Quaid","Comedy, Drama",6.7
80,Reversal of Fortune,1990,111,Barbet Schroeder,"Jeremy Irons, Glenn Close, Ron Silver","Biography, Drama, Mystery",7.2
81,Tales from the Darkside: The Movie,1990,93,John Harrison,"Debbie Harry, Matthew Lawrence, Christian Slater","Comedy, Fantasy, Horror",6.2
82,The Adventures of Ford Fairlane,1990,104,Renny Harlin,"Andrew Dice Clay, Lauren Holly, Wayne Newton","Action, Adventure, Comedy",6.4
83,Paris Is Burning,1990,78,Jennie Livingston,"Brooke Xtravaganza, André Christian, Dorian Corey",Documentary,8.2
84,Blue Steel,1990,102,Kathryn Bigelow,"Jamie Lee Curtis, Ron Silver, Clancy Brown","Action, Crime, Drama",5.8
85,Navy Seals,1990,113,Lewis Teague,"Charlie Sheen, Michael Biehn, Joanne Whalley","Action, Adventure, Thriller",5.6
86,The Russia House,1990,123,Fred Schepisi,"Sean Connery, Michelle Pfeiffer, Roy Scheider","Drama, Romance, Thriller",6.1
87,Bride of Re-Animator,1990,96,Brian Yuzna,"Jeffrey Combs, Bruce Abbott, Claude Earl Jones","Comedy, Horror, Sci-Fi",6.2
88,Europa Europa,1990,112,Agnieszka Holland,"Solomon Perel, Marco Hofschneider, René Hofschneider","Drama, History, War",7.5
89,House Party,1990,100,Reginald Hudlin,"Christopher Reid, Robin Harris, Christopher Martin","Comedy, Music",6.5
90,Hardware,1990,94,Richard Stanley,"Dylan McDermott, Stacey Travis, John Lynch","Horror, Sci-Fi, Thriller",5.9
91,Cadillac Man,1990,97,Roger Donaldson,"Robin Williams, Tim Robbins, Pamela Reed","Comedy, Crime",5.7
92,The Two Jakes,1990,137,Jack Nicholson,"Jack Nicholson, Harvey Keitel, Meg Tilly","Crime, Drama, Mystery",6.1
93,I Love You to Death,1990,97,Lawrence Kasdan,"Kevin Kline, Tracey Ullman, William Hurt","Comedy, Crime",6.4
94,Alice,1990,106,Woody Allen,"Mia Farrow, William Hurt, Joe Mantegna","Comedy, Romance",6.6
95,Captain America,1990,97,Albert Pyun,"Matt Salinger, Ronny Cox, Ned Beatty","Action, Adventure, Sci-Fi",3.2
96,Dark Angel,1990,91,Craig R. Baxley,"Dolph Lundgren, Brian Benben, Betsy Brantley","Action, Crime, Horror",6.1
97,Frankenhooker,1990,85,Frank Henenlotter,"James Lorinz, Joanne Ritchie, Patty Mullen","Comedy, Horror, Sci-Fi",6.2
98,Henry & June,1990,136,Philip Kaufman,"Fred Ward, Uma Thurman, Maria de Medeiros","Biography, Drama",6.3
99,The Hot Spot,1990,130,Dennis Hopper,"Don Johnson, Virginia Madsen, Jennifer Connelly","Crime, Drama, Romance",6.4
100,The Sheltering Sky,1990,138,Bernardo Bertolucci,"Debra Winger, John Malkovich, Campbell Scott","Adventure, Drama",6.7
101,Mo' Better Blues,1990,130,Spike Lee,"Denzel Washington, Spike Lee, Wesley Snipes","Drama, Music, Romance",6.7
102,Mr. Destiny,1990,116,James Orr,"Jim Belushi, Linda Hamilton, Michael Caine","Comedy, Fantasy, Romance",6.4
103,White Hunter Black Heart,1990,112,Clint Eastwood,"Clint Eastwood, Jeff Fahey, Charlotte Cornwell","Adventure, Drama",6.5
104,Graveyard Shift,1990,86,Ralph S. Singleton,"David Andrews, Kelly Wolf, Stephen Macht",Horror,5.0
105,The Match Factory Girl,1990,69,Aki Kaurismäki,"Kati Outinen, Elina Salo, Esko Nikkari","Comedy, Crime, Drama",7.5
106,Trust,1990,107,Hal Hartley,"Adrienne Shelly, Martin Donovan, Rebecca Nelson","Comedy, Crime, Drama",7.4
107,Bullet in the Head,1990,136,John Woo,"Tony Leung Chiu-wai, Jacky Cheung, Waise Lee","Action, Crime, Drama",7.5
108,Bad Influence,1990,99,Curtis Hanson,"Rob Lowe, James Spader, Palmer Lee Todd","Drama, Thriller",6.3
109,Life Is Sweet,1990,103,Mike Leigh,"Alison Steadman, Jim Broadbent, Claire Skinner","Comedy, Drama",7.4
110,The Handmaid's Tale,1990,108,Volker Schlöndorff,"Natasha Richardson, Faye Dunaway, Aidan Quinn","Drama, Romance, Sci-Fi",6.0
111,Narrow Margin,1990,97,Peter Hyams,"Gene Hackman, Anne Archer, James Sikking","Action, Crime, Thriller",6.6
112,Miami Blues,1990,97,George Armitage,"Fred Ward, Alec Baldwin, Jennifer Jason Leigh","Comedy, Crime, Drama",6.4
113,The Hairdresser's Husband,1990,82,Patrice Leconte,"Jean Rochefort, Anna Galiena, Roland Bertin","Comedy, Drama, Romance",7.1
114,Repossessed,1990,80,Bob Logan,"Leslie Nielsen, Linda Blair, Ned Beatty","Comedy, Fantasy, Horror",4.8
115,Ernest Goes to Jail,1990,81,John R. Cherry III,"Jim Varney, Gailard Sartain, Bill Byrge","Comedy, Crime, Family",5.4
116,Truly Madly Deeply,1990,106,Anthony Minghella,"Juliet Stevenson, Alan Rickman, Jenny Howe","Comedy, Drama, Fantasy",7.2
117,The Reflecting Skin,1990,96,Philip Ridley,"Viggo Mortensen, Lindsay Duncan, Jeremy Cooper","Drama, Horror, Thriller",6.7
118,Taking Care of Business,1990,108,Arthur Hiller,"Jim Belushi, Charles Grodin, Anne DeSalvo",Comedy,6.4
119,Agneepath,1990,174,Mukul Anand,"Amitabh Bachchan, Mithun Chakraborty, Madhavi","Action, Crime, Drama",7.6
120,Class of 1999,1990,99,Mark L. Lester,"Bradley Gregg, Traci Lind, Malcolm McDowell","Action, Horror, Sci-Fi",5.9
121,Nuns on the Run,1990,89,Jonathan Lynn,"Eric Idle, Robbie Coltrane, Camille Coduri","Comedy, Crime",6.0
122,White Palace,1990,103,Luis Mandoki,"Susan Sarandon, James Spader, Jason Alexander","Drama, Romance",6.5
123,The Krays,1990,120,Peter Medak,"Gary Kemp, Martin Kemp, Billie Whitelaw","Biography, Crime, Drama",6.6
124,Ju Dou,1990,95,"Yimou Zhang, Fengliang Yang","Gong Li, Wei Li, Baotian Li","Drama, Romance",7.6
125,Maniac Cop 2,1990,90,William Lustig,"Robert Davi, Claudia Christian, Michael Lerner","Action, Crime, Horror",5.9
126,Dragon Ball Z: The Tree of Might,1990,60,Daisuke Nishio,"Masako Nozawa, Mayumi Tanaka, Tôru Furuya","Animation, Action, Adventure",6.7
127,An Angel at My Table,1990,158,Jane Campion,"Kerry Fox, Alexia Keogh, Karen Fergusson","Biography, Drama",7.4
128,Graffiti Bridge,1990,90,"Prince, Craig Laurence Rice","Prince, Morris Day, Ingrid Chavez","Drama, Music",4.7
129,Desperate Hours,1990,105,Michael Cimino,"Mickey Rourke, Anthony Hopkins, Mimi Rogers","Action, Crime, Drama",5.4
130,Stanley & Iris,1990,104,Martin Ritt,"Jane Fonda, Robert De Niro, Swoosie Kurtz","Drama, Romance",6.3
131,Havana,1990,144,Sydney Pollack,"Robert Redford, Lena Olin, Alan Arkin","Drama, Romance, War",6.1
132,Two Evil Eyes,1990,120,"Dario Argento, George A. Romero","Adrienne Barbeau, Harvey Keitel, Ramy Zada",Horror,6.1
133,Ghost Dad,1990,83,Sidney Poitier,"Bill Cosby, Kimberly Russell, Denise Nicholas","Comedy, Family, Fantasy",4.4
134,Delta Force 2: The Colombian Connection,1990,111,Aaron Norris,"Chuck Norris, John P. Ryan, Billy Drago","Action, Adventure, Crime",4.9
135,I Hired a Contract Killer,1990,79,Aki Kaurismäki,"Jean-Pierre Léaud, Margi Clarke, Kenneth Colley","Comedy, Crime, Drama",7.2
136,Boiling Point,1990,96,Takeshi Kitano,"Takeshi Kitano, Yûrei Yanagi, Yuriko Ishida","Action, Comedy, Crime",6.7
137,Dragon Ball Z: The World's Strongest,1990,59,Daisuke Nishio,"Masako Nozawa, Toshio Furukawa, Mayumi Tanaka","Animation, Action, Adventure",6.6
138,Fire Birds,1990,85,David Green,"Nicolas Cage, Tommy Lee Jones, Sean Young","Action, Adventure",4.8
139,Hamoun,1990,120,Dariush Mehrjui,"Khosro Shakibai, Ezzatolah Entezami, Hossein Sarshar",Drama,7.9
