ID,Name,Year,Duration,Directors,Actors,Genres,Rating
1,Schindler's List,1993,195,Steven Spielberg,"Liam Neeson, Ralph Fiennes, Ben Kingsley","Biography, Drama, History",9.0
2,Jurassic Park,1993,127,Steven Spielberg,"Sam Neill, Laura Dern, Jeff Goldblum","Action, Adventure, Sci-Fi",8.2
3,Groundhog Day,1993,101,Harold Ramis,"Bill Murray, Andie MacDowell, Chris Elliott","Comedy, Drama, Fantasy",8.0
4,The Nightmare Before Christmas,1993,76,Henry Selick,"Danny Elfman, Chris Sarandon, Catherine O'Hara","Animation, Family, Fantasy",7.9
5,The Fugitive,1993,130,Andrew Davis,"Harrison Ford, Tommy Lee Jones, Sela Ward","Action, Crime, Drama",7.8
6,Mrs. Doubtfire,1993,125,Chris Columbus,"Robin Williams, Sally Field, Pierce Brosnan","Comedy, Drama, Family",7.1
7,Philadelphia,1993,125,Jonathan Demme,"Tom Hanks, Denzel Washington, Roberta Maxwell",Drama,7.7
8,What's Eating Gilbert Grape,1993,118,Lasse Hallström,"Johnny Depp, Leonardo DiCaprio, Juliette Lewis",Drama,7.7
9,True Romance,1993,119,Tony Scott,"Christian Slater, Patricia Arquette, Dennis Hopper","Crime, Drama, Romance",7.9
10,Carlito's Way,1993,144,Brian De Palma,"Al Pacino, Sean Penn, Penelope Ann Miller","Crime, Drama, Thriller",7.9
11,Falling Down,1993,113,Joel Schumacher,"Michael Douglas, Robert Duvall, Barbara Hershey","Crime, Drama, Thriller",7.6
12,Dazed and Confused,1993,103,Richard Linklater,"Jason London, Wiley Wiggins, Matthew McConaughey",Comedy,7.6
13,Demolition Man,1993,115,Marco Brambilla,"Sylvester Stallone, Wesley Snipes, Sandra Bullock","Action, Sci-Fi, Thriller",6.7
14,Sleepless in Seattle,1993,105,Nora Ephron,"Tom Hanks, Meg Ryan, Ross Malinger","Comedy, Drama, Romance",6.8
15,In the Name of the Father,1993,133,Jim Sheridan,"Daniel Day-Lewis, Pete Postlethwaite, Alison Crosbie","Biography, Crime, Drama",8.1
16,Tombstone,1993,130,George P. Cosmatos,"Kurt Russell, Val Kilmer, Sam Elliott","Biography, Drama, History",7.8
17,A Bronx Tale,1993,121,Robert De Niro,"Robert De Niro, Chazz Palminteri, Lillo Brancato","Crime, Drama",7.8
18,Last Action Hero,1993,130,John McTiernan,"Arnold Schwarzenegger, F. Murray Abraham, Art Carney","Action, Adventure, Comedy",6.5
19,Hocus Pocus,1993,96,Kenny Ortega,"Bette Midler, Sarah Jessica Parker, Kathy Najimy","Comedy, Family, Fantasy",6.9
20,The Firm,1993,154,Sydney Pollack,"Tom Cruise, Jeanne Tripplehorn, Gene Hackman","Drama, Mystery, Thriller",6.9
21,Cliffhanger,1993,113,Renny Harlin,"Sylvester Stallone, John Lithgow, Michael Rooker","Action, Adventure, Thriller",6.5
22,Robin Hood: Men in Tights,1993,104,Mel Brooks,"Cary Elwes, Richard Lewis, Roger Rees","Adventure, Comedy, Musical",6.7
23,In the Line of Fire,1993,128,Wolfgang Petersen,"Clint Eastwood, John Malkovich, Rene Russo","Action, Crime, Drama",7.2
24,Cool Runnings,1993,98,Jon Turteltaub,"John Candy, Leon, Doug E. Doug","Adventure, Comedy, Family",7.0
25,Addams Family Values,1993,94,Barry Sonnenfeld,"Anjelica Huston, Raul Julia, Christopher Lloyd","Comedy, Fantasy",6.8
26,Three Colors: Blue,1993,98,Krzysztof Kieslowski,"Juliette Binoche, Zbigniew Zamachowski, Julie Delpy","Drama, Music, Mystery",7.8
27,The Sandlot,1993,101,David Mickey Evans,"Tom Guiry, Mike Vitar, Art LaFleur","Comedy, Drama, Family",7.8
28,Hot Shots! Part Deux,1993,86,Jim Abrahams,"Charlie Sheen, Lloyd Bridges, Valeria Golino","Action, Comedy",6.6
29,The Pelican Brief,1993,141,Alan J. Pakula,"Julia Roberts, Denzel Washington, Sam Shepard","Crime, Drama, Mystery",6.6
30,The Piano,1993,121,Jane Campion,"Holly Hunter, Harvey Keitel, Sam Neill","Drama, Music, Romance",7.5
31,A Perfect World,1993,138,Clint Eastwood,"Kevin Costner, Clint Eastwood, Laura Dern","Crime, Drama, Thriller",7.5
32,Wayne's World 2,1993,95,Stephen Surjik,"Mike Myers, Dana Carvey, Christopher Walken","Comedy, Music",6.2
33,The Remains of the Day,1993,134,James Ivory,"Anthony Hopkins, Emma Thompson, John Haycraft","Drama, Romance",7.8
34,Free Willy,1993,112,Simon Wincer,"Jason James Richter, Lori Petty, Michael Madsen","Adventure, Drama, Family",6.1
35,Indecent Proposal,1993,117,Adrian Lyne,"Robert Redford, Demi Moore, Woody Harrelson","Drama, Romance",6.0
36,Rudy,1993,114,David Anspaugh,"Sean Astin, Jon Favreau, Ned Beatty","Biography, Drama, Sport",7.5
37,The Age of Innocence,1993,139,Martin Scorsese,"Daniel Day-Lewis, Michelle Pfeiffer, Winona Ryder","Drama, Romance",7.2
38,Menace II Society,1993,97,"Albert Hughes, Allen Hughes","Tyrin Turner, Larenz Tate, June Kyoto Lu","Crime, Drama, Thriller",7.5
39,Alive,1993,128,Frank Marshall,"Ethan Hawke, Vincent Spano, Josh Hamilton","Biography, Drama, Thriller",7.1
40,Dennis the Menace,1993,94,Nick Castle,"Walter Matthau, Mason Gamble, Joan Plowright","Comedy, Family",5.7
41,Super Mario Bros.,1993,104,"Annabel Jankel, Rocky Morton","Bob Hoskins, John Leguizamo, Dennis Hopper","Adventure, Comedy, Family",4.2
42,Benny & Joon,1993,98,Jeremiah S. Chechik,"Johnny Depp, Mary Stuart Masterson, Aidan Quinn","Comedy, Drama, Romance",7.1
43,The Three Musketeers,1993,105,Stephen Herek,"Charlie Sheen, Kiefer Sutherland, Chris O'Donnell","Action, Adventure, Romance",6.4
44,Sister Act 2: Back in the Habit,1993,107,Bill Duke,"Whoopi Goldberg, Kathy Najimy, Maggie Smith","Comedy, Family, Music",5.7
45,Batman: Mask of the Phantasm,1993,76,"Kevin Altieri, Boyd Kirkland, Frank Paur","Kevin Conroy, Dana Delany, Hart Bochner","Animation, Action, Adventure",7.8
46,Kalifornia,1993,117,Dominic Sena,"Brad Pitt, Juliette Lewis, Kathy Larson","Crime, Drama, Thriller",6.7
47,This Boy's Life,1993,115,Michael Caton-Jones,"Robert De Niro, Leonardo DiCaprio, Ellen Barkin","Biography, Drama",7.3
48,Coneheads,1993,88,Steve Barron,"Dan Aykroyd, Jane Curtin, Robert Knott","Comedy, Sci-Fi",5.5
49,Hard Target,1993,97,John Woo,"Jean-Claude Van Damme, Lance Henriksen, Yancy Butler","Action, Crime, Thriller",6.2
50,Dave,1993,110,Ivan Reitman,"Kevin Kline, Sigourney Weaver, Frank Langella","Comedy, Romance",6.9
51,RoboCop 3,1993,104,Fred Dekker,"Robert John Burke, Nancy Allen, Mario Machado","Action, Crime, Sci-Fi",4.2
52,Grumpy Old Men,1993,103,Donald Petrie,"Jack Lemmon, Walter Matthau, Ann-Margret","Comedy, Drama, Romance",7.0
53,Much Ado About Nothing,1993,111,Kenneth Branagh,"Kenneth Branagh, Emma Thompson, Keanu Reeves","Comedy, Drama, Romance",7.3
54,Homeward Bound: The Incredible Journey,1993,84,Duwayne Dunham,"Michael J. Fox, Sally Field, Don Ameche","Adventure, Comedy, Drama",7.0
55,Loaded Weapon 1,1993,84,Gene Quintano,"Emilio Estevez, Samuel L. Jackson, Jon Lovitz","Action, Comedy, Crime",6.2
56,Rising Sun,1993,129,Philip Kaufman,"Sean Connery, Wesley Snipes, Harvey Keitel","Action, Crime, Drama",6.3
57,Short Cuts,1993,188,Robert Altman,"Andie MacDowell, Julianne Moore, Tim Robbins","Comedy, Drama",7.6
58,Manhattan Murder Mystery,1993,104,Woody Allen,"Woody Allen, Diane Keaton, Jerry Adler","Comedy, Mystery",7.3
59,The Good Son,1993,87,Joseph Ruben,"Macaulay Culkin, Elijah Wood, Wendy Crewson","Drama, Thriller",6.4
60,Arizona Dream,1993,142,Emir Kusturica,"Johnny Depp, Jerry Lewis, Faye Dunaway","Comedy, Drama, Fantasy",7.2
61,Striking Distance,1993,102,Rowdy Herrington,"Bruce Willis, Sarah Jessica Parker, Dennis Farina","Action, Crime, Mystery",5.9
62,The Secret Garden,1993,101,Agnieszka Holland,"Kate Maberly, Maggie Smith, Heydon Prowse","Drama, Family, Fantasy",7.3
63,Naked,1993,131,Mike Leigh,"David Thewlis, Lesley Sharp, Katrin Cartlidge","Comedy, Drama",7.7
64,So I Married an Axe Murderer,1993,93,Thomas Schlamme,"Mike Myers, Nancy Travis, Anthony LaPaglia","Comedy, Romance",6.5
65,Searching for Bobby Fischer,1993,109,Steven Zaillian,"Joe Mantegna, Ben Kingsley, Max Pomeranc","Biography, Drama, Sport",7.4
66,Ninja Scroll,1993,94,Yoshiaki Kawajiri,"Kôichi Yamadera, Emi Shinohara, Takeshi Aono","Animation, Action, Adventure",7.8
67,The Visitors,1993,107,Jean-Marie Poiré,"Christian Clavier, Jean Reno, Valérie Lemercier","Comedy, Fantasy",7.0
68,Jason Goes to Hell: The Final Friday,1993,87,Adam Marcus,"John D. LeMay, Kari Keegan, Kane Hodder","Fantasy, Horror, Thriller",4.1
69,Teenage Mutant Ninja Turtles III,1993,96,Stuart Gillard,"Elias Koteas, Paige Turco, Stuart Wilson","Action, Adventure, Comedy",4.8
70,"Blood In, Blood Out",1993,180,Taylor Hackford,"Damian Chapa, Jesse Borrego, Benjamin Bratt","Biography, Crime, Drama",7.9
71,Sliver,1993,107,Phillip Noyce,"Sharon Stone, William Baldwin, Tom Berenger","Drama, Thriller",5.1
72,Farewell My Concubine,1993,171,Kaige Chen,"Leslie Cheung, Fengyi Zhang, Gong Li","Drama, Music, Romance",8.1
73,Dragon: The Bruce Lee Story,1993,120,Rob Cohen,"Jason Scott Lee, Lauren Holly, Robert Wagner","Action, Biography, Drama",7.0
74,Gettysburg,1993,254,Ron Maxwell,"Tom Berenger, Martin Sheen, Stephen Lang","Drama, History, War",7.6
75,Rookie of the Year,1993,103,Daniel Stern,"Thomas Ian Nicholas, Gary Busey, Albert Hall","Comedy, Family, Fantasy",6.1
76,Leprechaun,1993,92,Mark Jones,"Warwick Davis, Jennifer Aniston, Ken Olandt","Comedy, Fantasy, Horror",4.8
77,The Man Without a Face,1993,115,Mel Gibson,"Mel Gibson, Nick Stahl, Margaret Whitton",Drama,6.7
78,Look Who's Talking Now,1993,96,Tom Ropelewski,"John Travolta, Kirstie Alley, David Gallagher","Comedy, Family, Romance",4.4
79,Point of No Return,1993,109,John Badham,"Bridget Fonda, Gabriel Byrne, Dermot Mulroney","Action, Crime, Drama",6.1
80,Baazigar,1993,175,"Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla","Shah Rukh Khan, Kajol, Dalip Tahil","Crime, Drama, Musical",7.6
81,Beethoven's 2nd,1993,89,Rod Daniel,"Charles Grodin, Bonnie Hunt, Nicholle Tom","Comedy, Family, Romance",5.0
82,Fire in the Sky,1993,109,Robert Lieberman,"D.B. Sweeney, Robert Patrick, Craig Sheffer","Biography, Drama, Fantasy",6.5
83,Malice,1993,107,Harold Becker,"Alec Baldwin, Nicole Kidman, Bill Pullman","Crime, Mystery, Thriller",6.5
84,The Vanishing,1993,109,George Sluizer,"Jeff Bridges, Kiefer Sutherland, Nancy Travis","Drama, Horror, Mystery",6.3
85,Needful Things,1993,121,Fraser C. Heston,"Max von Sydow, Ed Harris, Bonnie Bedelia","Crime, Drama, Fantasy",6.3
86,Nowhere to Run,1993,94,Robert Harmon,"Jean-Claude Van Damme, Rosanna Arquette, Kieran Culkin","Action, Drama, Romance",5.7
87,Red Rock West,1993,98,John Dahl,"Nicolas Cage, Dennis Hopper, Lara Flynn Boyle","Crime, Drama, Thriller",7.0
88,Darr,1993,178,Yash Chopra,"Sunny Deol, Juhi Chawla, Shah Rukh Khan","Action, Drama, Romance",7.6
89,Sniper,1993,98,Luis Llosa,"Tom Berenger, Billy Zane, J.T. Walsh","Action, Thriller, War",6.1
90,What's Love Got to Do with It,1993,118,Brian Gibson,"Angela Bassett, Laurence Fishburne, RaéVen Kelly","Biography, Drama, Music",7.3
91,The House of the Spirits,1993,145,Bille August,"Jeremy Irons, Meryl Streep, Maria Conchita Alonso","Drama, Romance",6.9
92,Fearless,1993,122,Peter Weir,"Jeff Bridges, Isabella Rossellini, Rosie Perez","Drama, Thriller",7.0
93,Sonatine,1993,94,Takeshi Kitano,"Takeshi Kitano, Aya Kokumai, Tetsu Watanabe","Action, Comedy, Crime",7.5
94,Sommersby,1993,114,Jon Amiel,"Richard Gere, Jodie Foster, Lanny Flaherty","Drama, Mystery, Romance",6.3
95,Son in Law,1993,95,Steve Rash,"Pauly Shore, Carla Gugino, Lane Smith","Comedy, Drama, Romance",5.9
96,Six Degrees of Separation,1993,112,Fred Schepisi,"Will Smith, Stockard Channing, Donald Sutherland","Comedy, Drama, Mystery",6.8
97,The Crush,1993,89,Alan Shapiro,"Cary Elwes, Alicia Silverstone, Jennifer Rubin","Crime, Drama, Romance",5.8
98,Mad Dog and Glory,1993,97,John McNaughton,"Robert De Niro, Uma Thurman, Bill Murray","Comedy, Crime, Drama",6.2
99,Body Snatchers,1993,87,Abel Ferrara,"Gabrielle Anwar, Meg Tilly, Terry Kinney","Horror, Sci-Fi",6.0
100,Killing Zoe,1993,96,Roger Avary,"Eric Stoltz, Julie Delpy, Martin Raymond","Crime, Drama, Thriller",6.4
101,Shadowlands,1993,131,Richard Attenborough,"Anthony Hopkins, Debra Winger, Julian Fellowes","Biography, Drama, Romance",7.3
102,The Dark Half,1993,122,George A. Romero,"Timothy Hutton, Patrick Brannan, Larry John Meyers","Horror, Mystery, Thriller",6.0
103,The Beverly Hillbillies,1993,92,Penelope Spheeris,"Diedrich Bader, Erika Eleniak, Jim Varney","Comedy, Family",5.1
104,Judgment Night,1993,110,Stephen Hopkins,"Emilio Estevez, Cuba Gooding Jr., Denis Leary","Action, Crime, Drama",6.6
105,Heart and Souls,1993,104,Ron Underwood,"Robert Downey Jr., Charles Grodin, Alfre Woodard","Comedy, Drama, Fantasy",7.0
106,The Joy Luck Club,1993,139,Wayne Wang,"Tamlyn Tomita, Rosalind Chao, Kieu Chinh",Drama,7.7
107,Little Buddha,1993,123,Bernardo Bertolucci,"Keanu Reeves, Bridget Fonda, Ruocheng Ying",Drama,6.1
108,Made in America,1993,111,Richard Benjamin,"Whoopi Goldberg, Ted Danson, Will Smith",Comedy,5.1
109,The Wedding Banquet,1993,106,Ang Lee,"Winston Chao, May Chin, Ah-Lei Gua","Comedy, Drama, Romance",7.6
110,Swing Kids,1993,112,Thomas Carter,"Robert Sean Leonard, Christian Bale, Frank Whaley","Drama, Music",6.8
111,Return of the Living Dead III,1993,97,Brian Yuzna,"J. Trevor Edmond, Melinda Clarke, Kent McCord",Horror,5.9
112,Iron Monkey,1993,85,Yuen Woo-Ping,"Rongguang Yu, Donnie Yen, Jean Wang","Action, Crime, Drama",7.5
113,Poetic Justice,1993,109,John Singleton,"Janet Jackson, Tupac Shakur, Regina King","Drama, Romance",6.1
114,Body of Evidence,1993,99,Uli Edel,"Madonna, Willem Dafoe, Joe Mantegna","Drama, Thriller",4.6
115,We're Back! A Dinosaur's Story,1993,72,"Phil Nibbelink, Simon Wells, Dick Zondag","John Goodman, Charles Fleischer, Blaze Berdahl","Animation, Adventure, Comedy",6.0
116,Ramayana: The Legend of Prince Rama,1993,135,"Ram Mohan, Yûgô Sakô, Koichi Saski","Arun Govil, Nikhil Kapoor, Edie Mirman","Animation, Action, Adventure",9.1
117,Untamed Heart,1993,102,Tony Bill,"Christian Slater, Marisa Tomei, Rosie Perez","Drama, Romance",6.8
118,For Love or Money,1993,96,Barry Sonnenfeld,"Michael J. Fox, Gabrielle Anwar, Anthony Higgins","Comedy, Drama, Romance",6.2
119,Another Stakeout,1993,108,John Badham,"Richard Dreyfuss, Emilio Estevez, Rosie O'Donnell","Comedy, Crime",5.6
