ID,Name,Year,Duration,Directors,Actors,Genres,Rating
1,Avengers: Infinity War,2018,149.0,"Anthony Russo, Joe Russo","Robert Downey Jr., Chris Hemsworth, Mark Ruffalo","Action, Adventure, Sci-Fi",8.4
2,Black Panther,2018,134.0,Ryan Coogler,"Chadwick Boseman, Michael B. Jordan, Lupita Nyong'o","Action, Adventure, Sci-Fi",7.3
3,Spider-Man: Into the Spider-Verse,2018,117.0,"Bob Persichetti, Peter Ramsey, Rodney Rothman","Shameik Moore, Jake Johnson, Hailee Steinfeld","Animation, Action, Adventure",8.4
4,Deadpool 2,2018,119.0,David Leitch,"Ryan Reynolds, Josh Brolin, Morena Baccarin","Action, Adventure, Comedy",7.6
5,Green Book,2018,130.0,Peter Farrelly,"Viggo Mortensen, Mahershala Ali, Linda Cardellini","Biography, Comedy, Drama",8.2
6,A Quiet Place,2018,90.0,John Krasinski,"Emily Blunt, John Krasinski, Millicent Simmonds","Drama, Horror, Sci-Fi",7.5
7,Bohemian Rhapsody,2018,134.0,Bryan Singer,"Rami Malek, Lucy Boynton, Gwilym Lee","Biography, Drama, Music",7.9
8,Venom,2018,112.0,Ruben Fleischer,"Tom Hardy, Michelle Williams, Riz Ahmed","Action, Adventure, Sci-Fi",6.6
9,Aquaman,2018,143.0,James Wan,"Jason Momoa, Amber Heard, Willem Dafoe","Action, Adventure, Fantasy",6.8
10,Ready Player One,2018,140.0,Steven Spielberg,"Tye Sheridan, Olivia Cooke, Ben Mendelsohn","Action, Adventure, Sci-Fi",7.4
11,Ant-Man and the Wasp,2018,118.0,Peyton Reed,"Paul Rudd, Evangeline Lilly, Michael Peña","Action, Adventure, Comedy",7.0
12,A Star Is Born,2018,136.0,Bradley Cooper,"Lady Gaga, Bradley Cooper, Sam Elliott","Drama, Music, Romance",7.6
13,Hereditary,2018,127.0,Ari Aster,"Toni Collette, Milly Shapiro, Gabriel Byrne","Drama, Horror, Mystery",7.3
14,Bird Box,2018,124.0,Susanne Bier,"Sandra Bullock, Trevante Rhodes, John Malkovich","Horror, Mystery, Sci-Fi",6.6
15,Mission: Impossible - Fallout,2018,147.0,Christopher McQuarrie,"Tom Cruise, Henry Cavill, Ving Rhames","Action, Adventure, Thriller",7.7
16,Solo: A Star Wars Story,2018,135.0,Ron Howard,"Alden Ehrenreich, Woody Harrelson, Emilia Clarke","Action, Adventure, Sci-Fi",6.9
17,Annihilation,2018,115.0,Alex Garland,"Natalie Portman, Jennifer Jason Leigh, Tessa Thompson","Adventure, Drama, Horror",6.8
18,Jurassic World: Fallen Kingdom,2018,128.0,J.A. Bayona,"Chris Pratt, Bryce Dallas Howard, Rafe Spall","Action, Adventure, Sci-Fi",6.1
19,Incredibles 2,2018,118.0,Brad Bird,"Craig T. Nelson, Holly Hunter, Sarah Vowell","Animation, Action, Adventure",7.5
20,Fantastic Beasts: The Crimes of Grindelwald,2018,134.0,David Yates,"Eddie Redmayne, Katherine Waterston, Dan Fogler","Adventure, Family, Fantasy",6.5
21,BlacKkKlansman,2018,135.0,Spike Lee,"John David Washington, Adam Driver, Laura Harrier","Biography, Comedy, Crime",7.5
22,Game Night,2018,100.0,"John Francis Daley, Jonathan Goldstein","Jason Bateman, Rachel McAdams, Kyle Chandler","Action, Adventure, Comedy",6.9
23,Ocean's Eight,2018,110.0,Gary Ross,"Sandra Bullock, Cate Blanchett, Anne Hathaway","Action, Comedy, Crime",6.3
24,The Favourite,2018,119.0,Yorgos Lanthimos,"Olivia Colman, Emma Stone, Rachel Weisz","Biography, Comedy, Drama",7.5
25,Tomb Raider,2018,119.0,Roar Uthaug,"Alicia Vikander, Dominic West, Walton Goggins","Action, Adventure, Fantasy",6.3
26,Upgrade,2018,100.0,Leigh Whannell,"Logan Marshall-Green, Melanie Vallejo, Steve Danielsen","Action, Sci-Fi, Thriller",7.5
27,The Meg,2018,113.0,Jon Turteltaub,"Jason Statham, Bingbing Li, Rainn Wilson","Action, Horror, Sci-Fi",5.7
28,The Equalizer 2,2018,121.0,Antoine Fuqua,"Denzel Washington, Pedro Pascal, Ashton Sanders","Action, Crime, Mystery",6.7
29,Red Sparrow,2018,140.0,Francis Lawrence,"Jennifer Lawrence, Joel Edgerton, Matthias Schoenaerts","Action, Drama, Thriller",6.6
30,First Man,2018,141.0,Damien Chazelle,"Ryan Gosling, Claire Foy, Jason Clarke","Biography, Drama, History",7.3
31,Crazy Rich Asians,2018,120.0,Jon M. Chu,"Constance Wu, Henry Golding, Michelle Yeoh","Comedy, Drama, Romance",6.9
32,Isle of Dogs,2018,101.0,Wes Anderson,"Bryan Cranston, Koyu Rankin, Edward Norton","Animation, Adventure, Comedy",7.8
33,Bumblebee,2018,114.0,Travis Knight,"Hailee Steinfeld, Jorge Lendeborg Jr., John Cena","Action, Adventure, Sci-Fi",6.7
34,Ralph Breaks the Internet,2018,112.0,"Phil Johnston, Rich Moore","John C. Reilly, Sarah Silverman, Gal Gadot","Animation, Adventure, Comedy",7.0
35,Rampage,2018,107.0,Brad Peyton,"Dwayne Johnson, Naomie Harris, Malin Akerman","Action, Adventure, Sci-Fi",6.1
36,Searching,2018,102.0,Aneesh Chaganty,"John Cho, Debra Messing, Joseph Lee","Drama, Mystery, Thriller",7.6
37,A Simple Favor,2018,117.0,Paul Feig,"Anna Kendrick, Blake Lively, Henry Golding","Comedy, Crime, Mystery",6.8
38,The Nun,2018,96.0,Corin Hardy,"Demián Bichir, Taissa Farmiga, Jonas Bloquet","Horror, Mystery, Thriller",5.4
39,Sicario: Day of the Soldado,2018,122.0,Stefano Sollima,"Benicio Del Toro, Josh Brolin, Isabela Merced","Action, Crime, Drama",7.1
40,Halloween,2018,106.0,David Gordon Green,"Jamie Lee Curtis, Judy Greer, Andi Matichak","Crime, Drama, Horror",6.5
41,Maze Runner: The Death Cure,2018,143.0,Wes Ball,"Dylan O'Brien, Ki Hong Lee, Kaya Scodelario","Action, Adventure, Sci-Fi",6.3
42,The Ballad of Buster Scruggs,2018,133.0,"Ethan Coen, Joel Coen","Tim Blake Nelson, Willie Watson, Clancy Brown","Comedy, Drama, Musical",7.2
43,Roma,2018,135.0,Alfonso Cuarón,"Yalitza Aparicio, Marina de Tavira, Diego Cortina Autrey",Drama,7.6
44,Bad Times at the El Royale,2018,141.0,Drew Goddard,"Jeff Bridges, Cynthia Erivo, Dakota Johnson","Crime, Drama, Mystery",7.1
45,Vice,2018,132.0,Adam McKay,"Christian Bale, Amy Adams, Steve Carell","Biography, Comedy, Drama",7.2
46,Creed II,2018,130.0,Steven Caple Jr.,"Michael B. Jordan, Sylvester Stallone, Tessa Thompson","Action, Drama, Sport",7.1
47,The Mule,2018,116.0,Clint Eastwood,"Clint Eastwood, Bradley Cooper, Laurence Fishburne","Crime, Drama, Thriller",7.0
48,Tag,2018,100.0,Jeff Tomsic,"Jeremy Renner, Ed Helms, Jake Johnson","Action, Comedy",6.5
49,The Predator,2018,107.0,Shane Black,"Boyd Holbrook, Trevante Rhodes, Jacob Tremblay","Action, Adventure, Sci-Fi",5.3
50,Mortal Engines,2018,128.0,Christian Rivers,"Hera Hilmar, Robert Sheehan, Hugo Weaving","Action, Adventure, Fantasy",6.1
51,Den of Thieves,2018,140.0,Christian Gudegast,"Gerard Butler, Pablo Schreiber, O'Shea Jackson Jr.","Action, Crime, Drama",7.0
52,Black Mirror: Bandersnatch,2018,90.0,David Slade,"Fionn Whitehead, Craig Parkinson, Alice Lowe","Drama, Fantasy, Mystery",7.1
53,Skyscraper,2018,102.0,Rawson Marshall Thurber,"Dwayne Johnson, Neve Campbell, Chin Han","Action, Adventure, Thriller",5.8
54,Pacific Rim: Uprising,2018,111.0,Steven S. DeKnight,"John Boyega, Scott Eastwood, Cailee Spaeny","Action, Adventure, Sci-Fi",5.6
