ID,Name,Year,Duration,Directors,Actors,Genres,Rating
1,Interstellar,2014,169,Christopher Nolan,"Matthew McConaughey, Anne Hathaway, Jessica Chastain","Adventure, Drama, Sci-Fi",8.7
2,Guardians of the Galaxy,2014,121,James Gunn,"Chris Pratt, Vin Diesel, Bradley Cooper","Action, Adventure, Comedy",8.0
3,Gone Girl,2014,149,David Fincher,"Ben Affleck, Rosamund Pike, Neil Patrick Harris","Drama, Mystery, Thriller",8.1
4,Whiplash,2014,106,Damien Chazelle,"Miles Teller, J.K. Simmons, Melissa Benoist","Drama, Music",8.5
5,Captain America: The Winter Soldier,2014,136,"Anthony Russo, Joe Russo","Chris Evans, Samuel L. Jackson, Scarlett Johansson","Action, Adventure, Sci-Fi",7.7
6,The Grand Budapest Hotel,2014,99,Wes Anderson,"Ralph Fiennes, F. Murray Abraham, Mathieu Amalric","Comedy, Drama",8.1
7,The Imitation Game,2014,114,Morten Tyldum,"Benedict Cumberbatch, Keira Knightley, Matthew Goode","Biography, Drama, Thriller",8.0
8,John Wick,2014,101,Chad Stahelski,"Keanu Reeves, Michael Nyqvist, Alfie Allen","Action, Crime, Thriller",7.5
9,Edge of Tomorrow,2014,113,Doug Liman,"Tom Cruise, Emily Blunt, Bill Paxton","Action, Adventure, Sci-Fi",7.9
10,X-Men: Days of Future Past,2014,132,Bryan Singer,"Patrick Stewart, Ian McKellen, Hugh Jackman","Action, Adventure, Sci-Fi",7.9
11,Kingsman: The Secret Service,2014,129,Matthew Vaughn,"Colin Firth, Taron Egerton, Samuel L. Jackson","Action, Adventure, Comedy",7.7
12,Birdman or (The Unexpected Virtue of Ignorance),2014,119,Alejandro G. Iñárritu,"Michael Keaton, Zach Galifianakis, Edward Norton","Comedy, Drama",7.7
13,Nightcrawler,2014,117,Dan Gilroy,"Jake Gyllenhaal, Rene Russo, Bill Paxton","Crime, Drama, Thriller",7.8
14,Ex Machina,2014,108,Alex Garland,"Alicia Vikander, Domhnall Gleeson, Oscar Isaac","Drama, Sci-Fi, Thriller",7.7
