ID,Name,Year,Duration,Directors,Actors,Genres,Rating
1,The Dark Knight Rises,2012,164,Christopher Nolan,"Christian Bale, Tom Hardy, Anne Hathaway","Action, Crime, Drama",8.4
2,Django Unchained,2012,165,Quentin Tarantino,"Jamie Foxx, Christoph Waltz, Leonardo DiCaprio",Western,8.5
3,The Avengers,2012,143,Joss Whedon,"Robert Downey Jr., Chris Evans, Scarlett Johansson","Action, Sci-Fi",8.0
4,The Hunger Games,2012,142,Gary Ross,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth","Action, Adventure, Sci-Fi",7.2
5,The Hobbit: An Unexpected Journey,2012,169,Peter Jackson,"Martin Freeman, Ian McKellen, Richard Armitage","Adventure, Fantasy",7.8
6,Silver Linings Playbook,2012,122,David O. Russell,"Bradley Cooper, Jennifer Lawrence, Robert De Niro","Comedy, Drama, Romance",7.7
7,Skyfall,2012,143,Sam Mendes,"Daniel Craig, Javier Bardem, Naomie Harris","Action, Adventure, Thriller",7.8
8,The Amazing Spider-Man,2012,136,Marc Webb,"Andrew Garfield, Emma Stone, Rhys Ifans","Action, Sci-Fi",6.9
9,Life of Pi,2012,127,Ang Lee,"Suraj Sharma, Irrfan Khan, Adil Hussain","Adventure, Drama, Fantasy",7.9
10,Ted,2012,106,Seth MacFarlane,"Mark Wahlberg, Mila Kunis, Seth MacFarlane",Comedy,6.9
11,Prometheus,2012,124,Ridley Scott,"Noomi Rapace, Logan Marshall-Green, Michael Fassbender","Adventure, Mystery, Sci-Fi",7.0
12,Argo,2012,120,Ben Affleck,"Ben Affleck, Bryan Cranston, John Goodman","Biography, Drama, History",7.7
13,21 Jump Street,2012,109,"Phil Lord, Christopher Miller","Jonah Hill, Channing Tatum, Ice Cube","Action, Comedy, Crime",7.2
14,Looper,2012,119,Rian Johnson,"Joseph Gordon-Levitt, Bruce Willis, Emily Blunt","Action, Drama, Sci-Fi",7.4
15,The Perks of Being a Wallflower,2012,103,Stephen Chbosky,"Logan Lerman, Emma Watson, Ezra Miller",Drama,7.9
16,Wreck-It Ralph,2012,101,Rich Moore,"John C. Reilly, Jack McBrayer, Jane Lynch","Animation, Adventure, Comedy",7.7
17,Brave,2012,93,"Mark Andrews, Brenda Chapman, Steve Purcell","Kelly Macdonald, Billy Connolly, Emma Thompson","Animation, Action, Adventure",7.1
18,Men in Black³,2012,106,Barry Sonnenfeld,"Will Smith, Tommy Lee Jones, Josh Brolin","Action, Adventure, Comedy",6.8
19,The Hunt,2012,115,Thomas Vinterberg,"Mads Mikkelsen, Thomas Bo Larsen, Annika Wedderkopp",Drama,8.3
20,Flight,2012,138,Robert Zemeckis,"Denzel Washington, Kelly Reilly, Don Cheadle","Drama, Thriller",7.3
21,Cloud Atlas,2012,172,"Tom Tykwer, Lana Wachowski, Lilly Wachowski","Tom Hanks, Halle Berry, Hugh Grant","Drama, Mystery, Sci-Fi",7.4
22,Jack Reacher,2012,130,Christopher McQuarrie,"Tom Cruise, Rosamund Pike, Richard Jenkins","Action, Thriller",7.0
23,Moonrise Kingdom,2012,94,Wes Anderson,"Jared Gilman, Kara Hayward, Bruce Willis","Adventure, Comedy, Drama",7.8
24,Les Misérables,2012,158,Tom Hooper,"Hugh Jackman, Russell Crowe, Anne Hathaway","Drama, Musical, Romance",7.5
25,The Dictator,2012,83,Larry Charles,"Sacha Baron Cohen, Anna Faris, John C. Reilly",Comedy,6.5
26,Pitch Perfect,2012,112,Jason Moore,"Anna Kendrick, Brittany Snow, Rebel Wilson","Comedy, Music, Romance",7.1
27,Taken 2,2012,92,Olivier Megaton,"Liam Neeson, Famke Janssen, Maggie Grace","Action, Crime, Thriller",6.2
28,Zero Dark Thirty,2012,157,Kathryn Bigelow,"Jessica Chastain, Joel Edgerton, Chris Pratt","Drama, History, Thriller",7.4
29,The Expendables 2,2012,103,Simon West,"Sylvester Stallone, Liam Hemsworth, Randy Couture","Action, Adventure, Thriller",6.6
30,The Bourne Legacy,2012,135,Tony Gilroy,"Jeremy Renner, Rachel Weisz, Edward Norton","Action, Adventure, Thriller",6.6
31,Snow White and the Huntsman,2012,127,Rupert Sanders,"Kristen Stewart, Chris Hemsworth, Charlize Theron","Action, Adventure, Drama",6.1
32,Dredd,2012,95,Pete Travis,"Karl Urban, Olivia Thirlby, Lena Headey","Action, Crime, Sci-Fi",7.1
33,The Place Beyond the Pines,2012,140,Derek Cianfrance,"Ryan Gosling, Bradley Cooper, Eva Mendes","Crime, Drama, Thriller",7.3
