ID,Name,Year,Duration,Directors,Actors,Genres,Rating
1,The Dark Knight,2008,152.0,Christopher Nolan,"Christian Bale, Heath Ledger, Aaron Eckhart","Action, Crime, Drama",9.0
2,WALL·E,2008,98.0,Andrew Stanton,"Ben Burtt, Elissa Knight, Jeff Garlin","Animation, Adventure, Family",8.4
3,Iron Man,2008,126.0,Jon Favreau,"Robert Downey Jr., Gwyneth Paltrow, Terrence Howard","Action, Adventure, Sci-Fi",7.9
4,Slumdog Millionaire,2008,120.0,"Danny Boyle, Loveleen Tandan","Dev Patel, Freida Pinto, Saurabh Shukla","Crime, Drama, Romance",8.0
5,Gran Torino,2008,116.0,Clint Eastwood,"Clint Eastwood, Bee Vang, Christopher Carley",Drama,8.1
6,The Curious Case of Benjamin Button,2008,166.0,David Fincher,"Brad Pitt, Cate Blanchett, Tilda Swinton","Drama, Fantasy, Romance",7.8
7,Taken,2008,90.0,Pierre Morel,"Liam Neeson, Maggie Grace, Famke Janssen","Action, Crime, Thriller",7.7
8,Kung Fu Panda,2008,92.0,"Mark Osborne, John Stevenson","Jack Black, Ian McShane, Angelina Jolie","Animation, Action, Adventure",7.6
9,The Incredible Hulk,2008,112.0,Louis Leterrier,"Edward Norton, Liv Tyler, Tim Roth","Action, Adventure, Sci-Fi",6.6
10,Hancock,2008,92.0,Peter Berg,"Will Smith, Charlize Theron, Jason Bateman","Action, Comedy, Drama",6.4
11,Twilight,2008,122.0,Catherine Hardwicke,"Kristen Stewart, Robert Pattinson, Billy Burke","Drama, Fantasy, Romance",5.3
12,Indiana Jones and the Kingdom of the Crystal Skull,2008,122.0,Steven Spielberg,"Harrison Ford, Cate Blanchett, Shia LaBeouf","Action, Adventure",6.2
13,The Hurt Locker,2008,131.0,Kathryn Bigelow,"Jeremy Renner, Anthony Mackie, Brian Geraghty","Drama, Thriller, War",7.5
14,Quantum of Solace,2008,106.0,Marc Forster,"Daniel Craig, Olga Kurylenko, Mathieu Amalric","Action, Adventure, Mystery",6.5
15,In Bruges,2008,107.0,Martin McDonagh,"Colin Farrell, Brendan Gleeson, Ciarán Hinds","Comedy, Crime, Drama",7.9
16,Tropic Thunder,2008,107.0,Ben Stiller,"Ben Stiller, Jack Black, Robert Downey Jr.","Action, Comedy, War",7.1
17,Cloverfield,2008,85.0,Matt Reeves,"Mike Vogel, Jessica Lucas, Lizzy Caplan","Action, Horror, Sci-Fi",7.0
18,Wanted,2008,110.0,Timur Bekmambetov,"Angelina Jolie, James McAvoy, Morgan Freeman","Action, Crime, Thriller",6.7
19,Yes Man,2008,104.0,Peyton Reed,"Jim Carrey, Zooey Deschanel, Bradley Cooper","Comedy, Romance",6.8
20,Pineapple Express,2008,111.0,David Gordon Green,"Seth Rogen, James Franco, Gary Cole","Action, Comedy, Crime",6.9
21,Burn After Reading,2008,96.0,"Ethan Coen, Joel Coen","Brad Pitt, Frances McDormand, George Clooney","Comedy, Crime, Drama",7.0
22,Jumper,2008,88.0,Doug Liman,"Hayden Christensen, Samuel L. Jackson, Jamie Bell","Action, Adventure, Sci-Fi",6.1
23,Step Brothers,2008,98.0,Adam McKay,"Will Ferrell, John C. Reilly, Mary Steenburgen",Comedy,6.9
24,The Wrestler,2008,109.0,Darren Aronofsky,"Mickey Rourke, Marisa Tomei, Evan Rachel Wood","Drama, Sport",7.9
25,Seven Pounds,2008,123.0,Gabriele Muccino,"Will Smith, Rosario Dawson, Woody Harrelson","Drama, Mystery, Thriller",7.6
26,Forgetting Sarah Marshall,2008,111.0,Nicholas Stoller,"Kristen Bell, Jason Segel, Paul Rudd","Comedy, Drama, Romance",7.1
27,Hellboy II: The Golden Army,2008,120.0,Guillermo del Toro,"Ron Perlman, Selma Blair, Doug Jones","Action, Adventure, Fantasy",7.0
28,Mamma Mia!,2008,108.0,Phyllida Lloyd,"Meryl Streep, Pierce Brosnan, Amanda Seyfried","Comedy, Musical, Romance",6.5
29,Vicky Cristina Barcelona,2008,96.0,Woody Allen,"Rebecca Hall, Scarlett Johansson, Javier Bardem","Comedy, Drama, Romance",7.1
30,21,2008,123.0,Robert Luketic,"Jim Sturgess, Kate Bosworth, Kevin Spacey","Crime, Drama, Thriller",6.8
31,Changeling,2008,141.0,Clint Eastwood,"Angelina Jolie, Colm Feore, Amy Ryan","Biography, Crime, Drama",7.7
32,RocknRolla,2008,114.0,Guy Ritchie,"Gerard Butler, Tom Wilkinson, Idris Elba","Action, Crime, Thriller",7.2
33,The Reader,2008,124.0,Stephen Daldry,"Kate Winslet, Ralph Fiennes, Bruno Ganz","Drama, Mystery, Romance",7.6
34,Valkyrie,2008,121.0,Bryan Singer,"Tom Cruise, Bill Nighy, Carice van Houten","Drama, History, Thriller",7.1
35,The Boy in the Striped Pajamas,2008,94.0,Mark Herman,"Asa Butterfield, David Thewlis, Rupert Friend","Drama, War",7.7
36,Madagascar: Escape 2 Africa,2008,89.0,"Eric Darnell, Tom McGrath","Ben Stiller, Chris Rock, David Schwimmer","Animation, Adventure, Comedy",6.6
37,Rambo,2008,92.0,Sylvester Stallone,"Sylvester Stallone, Julie Benz, Matthew Marsden","Action, Thriller",7.0
38,Role Models,2008,99.0,David Wain,"Paul Rudd, Seann William Scott, Elizabeth Banks",Comedy,6.8
39,Body of Lies,2008,128.0,Ridley Scott,"Leonardo DiCaprio, Russell Crowe, Mark Strong","Action, Drama, Thriller",7.0
40,Bolt,2008,96.0,"Byron Howard, Chris Williams","John Travolta, Miley Cyrus, Susie Essman","Animation, Adventure, Comedy",6.8
41,Ip Man,2008,106.0,Wilson Yip,"Donnie Yen, Simon Yam, Louis Fan","Action, Biography, Drama",8.0
42,Let the Right One In,2008,114.0,Tomas Alfredson,"Kåre Hedebrant, Lina Leandersson, Per Ragnar","Drama, Fantasy, Horror",7.8
43,Get Smart,2008,110.0,Peter Segal,"Steve Carell, Anne Hathaway, Alan Arkin","Action, Adventure, Comedy",6.5
44,The Chronicles of Narnia: Prince Caspian,2008,150.0,Andrew Adamson,"Ben Barnes, Skandar Keynes, Georgie Henley","Action, Adventure, Family",6.5
45,Revolutionary Road,2008,119.0,Sam Mendes,"Leonardo DiCaprio, Kate Winslet, Christopher Fitzgerald","Drama, Romance",7.3
46,Death Race,2008,105.0,Paul W.S. Anderson,"Jason Statham, Joan Allen, Tyrese Gibson","Action, Sci-Fi, Thriller",6.4
47,The Happening,2008,91.0,M. Night Shyamalan,"Mark Wahlberg, Zooey Deschanel, John Leguizamo","Adventure, Drama, Sci-Fi",5.0
48,You Don't Mess with the Zohan,2008,113.0,Dennis Dugan,"Adam Sandler, John Turturro, Emmanuelle Chriqui","Action, Comedy",5.6
49,Eagle Eye,2008,118.0,D.J. Caruso,"Shia LaBeouf, Michelle Monaghan, Rosario Dawson","Action, Mystery, Thriller",6.6
50,The Bank Job,2008,111.0,Roger Donaldson,"Jason Statham, Saffron Burrows, Stephen Campbell Moore","Crime, Thriller",7.2
51,What Happens in Vegas,2008,99.0,Tom Vaughan,"Cameron Diaz, Ashton Kutcher, Rob Corddry","Comedy, Romance",6.1
52,Zack and Miri Make a Porno,2008,101.0,Kevin Smith,"Seth Rogen, Elizabeth Banks, Craig Robinson","Comedy, Romance",6.5
53,The Day the Earth Stood Still,2008,104.0,Scott Derrickson,"Keanu Reeves, Jennifer Connelly, Kathy Bates","Adventure, Drama, Sci-Fi",5.5
54,Milk,2008,128.0,Gus Van Sant,"Sean Penn, Josh Brolin, Emile Hirsch","Biography, Drama, History",7.5
55,Transporter 3,2008,104.0,Olivier Megaton,"Jason Statham, Robert Knepper, Natalya Rudakova","Action, Thriller",6.1
56,27 Dresses,2008,111.0,Anne Fletcher,"Katherine Heigl, James Marsden, Malin Akerman","Comedy, Romance",6.1
57,"Definitely, Maybe",2008,112.0,Adam Brooks,"Ryan Reynolds, Rachel Weisz, Abigail Breslin","Comedy, Drama, Romance",7.1
58,The Mummy: Tomb of the Dragon Emperor,2008,112.0,Rob Cohen,"Brendan Fraser, Jet Li, Maria Bello","Action, Adventure, Fantasy",5.2
59,Ponyo,2008,101.0,Hayao Miyazaki,"Cate Blanchett, Matt Damon, Liam Neeson","Animation, Adventure, Comedy",7.6
60,Marley & Me,2008,115.0,David Frankel,"Owen Wilson, Jennifer Aniston, Eric Dane","Drama, Family",7.0
61,Defiance,2008,137.0,Edward Zwick,"Daniel Craig, Liev Schreiber, Jamie Bell","Action, Drama, History",7.1
