ID,Name,Year,Duration,Directors,Actors,Genres,Rating
1,Tenet,2020,150,Christopher Nolan,"John David Washington, Robert Pattinson, Elizabeth Debicki","Action, Sci-Fi, Thriller",7.3
2,Soul,2020,100,"Pete Docter, Kemp Powers","Jamie Foxx, Tina Fey, Graham Norton","Animation, Adventure, Comedy",8.0
3,A Quiet Place Part II,2020,97,John Krasinski,"Emily Blunt, Millicent Simmonds, Cillian Murphy","Drama, Horror, Sci-Fi",7.2
4,Wonder Woman 1984,2020,151,Patty Jenkins,"Gal Gadot, Chris Pine, Kristen Wiig","Action, Adventure, Fantasy",5.4
5,Extraction,2020,116,Sam Hargrave,"Chris Hemsworth, Bryon Lerum, Ryder Lerum","Action, Crime, Thriller",6.8
6,Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,2020,109,Cathy Yan,"Margot Robbie, Rosie Perez, Mary Elizabeth Winstead","Action, Comedy, Crime",6.1
7,The Invisible Man,2020,124,Leigh Whannell,"Elisabeth Moss, Oliver Jackson-Cohen, Harriet Dyer","Drama, Horror, Mystery",7.1
8,Enola Holmes,2020,123,Harry Bradbeer,"Millie Bobby Brown, Henry Cavill, Sam Claflin","Adventure, Crime, Drama",6.6
9,Promising Young Woman,2020,113,Emerald Fennell,"Carey Mulligan, Bo Burnham, Alison Brie","Crime, Drama, Mystery",7.5
10,The Father,2020,97,Florian Zeller,"Anthony Hopkins, Olivia Colman, Mark Gatiss","Drama, Mystery",8.2
11,Another Round,2020,117,Thomas Vinterberg,"Mads Mikkelsen, Thomas Bo Larsen, Magnus Millang","Comedy, Drama",7.7
12,The Trial of the Chicago 7,2020,129,Aaron Sorkin,"Eddie Redmayne, Alex Sharp, Sacha Baron Cohen","Drama, History, Thriller",7.7
13,Palm Springs,2020,90,Max Barbakow,"Andy Samberg, Cristin Milioti, J.K. Simmons","Comedy, Fantasy, Mystery",7.4
14,Nomadland,2020,107,Chloé Zhao,"Frances McDormand, David Strathairn, Linda May",Drama,7.3
15,The Old Guard,2020,125,Gina Prince-Bythewood,"Charlize Theron, KiKi Layne, Matthias Schoenaerts","Action, Thriller",6.7
16,Bad Boys for Life,2020,124,"Adil El Arbi, Bilall Fallah","Will Smith, Martin Lawrence, Vanessa Hudgens","Action, Comedy, Crime",6.5
17,Sonic the Hedgehog,2020,99,Jeff Fowler,"Ben Schwartz, James Marsden, Jim Carrey","Action, Adventure, Comedy",6.5
