ID,Name,Year,Duration,Directors,Actors,Genres,Rating
1,The Prestige,2006,130,Christopher Nolan,"Christian Bale, Hugh Jackman, Scarlett Johansson","Drama, Mystery, Sci-Fi",8.5
2,The Departed,2006,151,Martin Scorsese,"Leonardo DiCaprio, Matt Damon, Jack Nicholson","Crime, Drama, Thriller",8.5
3,300,2006,117,Zack Snyder,"Gerard Butler, Lena Headey, David Wenham","Action, Drama",7.6
4,Pirates of the Caribbean: Dead Man's Chest,2006,151,Gore Verbinski,"Johnny Depp, Orlando Bloom, Keira Knightley","Action, Adventure, Fantasy",7.4
5,Pan's Labyrinth,2006,118,Guillermo del Toro,"Ivana Baquero, Ariadna Gil, Sergi López","Drama, Fantasy, War",8.2
6,Casino Royale,2006,144,Martin Campbell,"Daniel Craig, Eva Green, Judi Dench","Action, Adventure, Thriller",8.0
7,Blood Diamond,2006,143,Edward Zwick,"Leonardo DiCaprio, Djimon Hounsou, Jennifer Connelly","Adventure, Drama, Thriller",8.0
8,The Pursuit of Happyness,2006,117,Gabriele Muccino,"Will Smith, Thandiwe Newton, Jaden Smith","Biography, Drama",8.0
9,X-Men: The Last Stand,2006,104,Brett Ratner,"Patrick Stewart, Hugh Jackman, Halle Berry","Action, Adventure, Sci-Fi",6.6
10,Children of Men,2006,109,Alfonso Cuarón,"Julianne Moore, Clive Owen, Chiwetel Ejiofor","Drama, Sci-Fi, Thriller",7.9
11,Little Miss Sunshine,2006,101,"Jonathan Dayton, Valerie Faris","Steve Carell, Toni Collette, Greg Kinnear","Comedy, Drama",7.8
12,Cars,2006,116,"John Lasseter, Joe Ranft","Owen Wilson, Bonnie Hunt, Paul Newman","Animation, Adventure, Comedy",7.3
13,The Devil Wears Prada,2006,109,David Frankel,"Anne Hathaway, Meryl Streep, Adrian Grenier","Comedy, Drama",6.9
14,The Da Vinci Code,2006,149,Ron Howard,"Tom Hanks, Audrey Tautou, Jean Reno","Mystery, Thriller",6.6
15,Borat,2006,84,Larry Charles,"Sacha Baron Cohen, Ken Davitian, Luenell",Comedy,7.4
