ID,Name,Year,Duration,Directors,Actors,Genres,Rating
1,Logan,2017,137,James Mangold,"Hugh Jackman, Patrick Stewart, Dafne Keen","Action, Drama, Sci-Fi",8.1
2,Thor: Ragnarok,2017,130,Taika Waititi,"Chris Hemsworth, Tom Hiddleston, Cate Blanchett","Action, Adventure, Comedy",7.9
3,Guardians of the Galaxy Vol. 2,2017,136,James Gunn,"Chris Pratt, Zoe Saldaña, Dave Bautista","Action, Adventure, Comedy",7.6
4,Dunkirk,2017,106,Christopher Nolan,"Fionn Whitehead, Barry Keoghan, Mark Rylance","Action, Drama, History",7.8
5,Get Out,2017,104,Jordan Peele,"Daniel Kaluuya, Allison Williams, Bradley Whitford","Horror, Mystery, Thriller",7.8
6,Spider-Man: Homecoming,2017,133,Jon Watts,"Tom Holland, Michael Keaton, Robert Downey Jr.","Action, Adventure, Sci-Fi",7.4
7,Wonder Woman,2017,141,Patty Jenkins,"Gal Gadot, Chris Pine, Robin Wright","Action, Adventure, Fantasy",7.3
8,Blade Runner 2049,2017,164,Denis Villeneuve,"Harrison Ford, Ryan Gosling, Ana de Armas","Action, Drama, Mystery",8.0
9,Star Wars: Episode VIII - The Last Jedi,2017,152,Rian Johnson,"Daisy Ridley, John Boyega, Mark Hamill","Action, Adventure, Fantasy",6.9
10,Baby Driver,2017,113,Edgar Wright,"Ansel Elgort, Jon Bernthal, Jon Hamm","Action, Crime, Drama",7.5
11,Coco,2017,105,"Lee Unkrich, Adrian Molina","Anthony Gonzalez, Gael García Bernal, Benjamin Bratt","Animation, Adventure, Drama",8.4
12,It,2017,135,Andy Muschietti,"Bill Skarsgård, Jaeden Martell, Finn Wolfhard",Horror,7.3
13,"Three Billboards Outside Ebbing, Missouri",2017,115,Martin McDonagh,"Frances McDormand, Woody Harrelson, Sam Rockwell","Comedy, Crime, Drama",8.1
14,John Wick: Chapter 2,2017,122,Chad Stahelski,"Keanu Reeves, Riccardo Scamarcio, Ian McShane","Action, Crime, Thriller",7.4
15,Justice League,2017,120,Zack Snyder,"Ben Affleck, Gal Gadot, Jason Momoa","Action, Adventure, Fantasy",6.0
