ID,Name,Year,Duration,Directors,Actors,Genres,Rating
1,Gladiator,2000,155.0,Ridley Scott,"Russell Crowe, Joaquin Phoenix, Connie Nielsen","Action, Adventure, Drama",8.5
2,Memento,2000,113.0,Christopher Nolan,"Guy Pearce, Carrie-Anne Moss, Joe Pantoliano","Mystery, Thriller",8.4
3,Snatch,2000,102.0,Guy Ritchie,"Jason Statham, Brad Pitt, Stephen Graham","Comedy, Crime",8.2
4,Requiem for a Dream,2000,102.0,Darren Aronofsky,"Ellen Burstyn, Jared Leto, Jennifer Connelly",Drama,8.3
5,American Psycho,2000,102.0,Mary Harron,"Christian Bale, Justin Theroux, Josh Lucas","Crime, Drama, Horror",7.6
6,X-Men,2000,104.0,Bryan Singer,"Patrick Stewart, Hugh Jackman, Ian McKellen","Action, Adventure, Sci-Fi",7.3
7,Cast Away,2000,143.0,Robert Zemeckis,"Tom Hanks, Helen Hunt, Paul Sanchez","Adventure, Drama, Romance",7.8
8,Unbreakable,2000,106.0,M. Night Shyamalan,"Bruce Willis, Samuel L. Jackson, Robin Wright","Drama, Mystery, Sci-Fi",7.3
9,Mission: Impossible II,2000,123.0,John Woo,"Tom Cruise, Dougray Scott, Thandiwe Newton","Action, Adventure, Thriller",6.1
10,Meet the Parents,2000,108.0,Jay Roach,"Ben Stiller, Robert De Niro, Teri Polo","Comedy, Romance",7.0
11,"O Brother, Where Art Thou?",2000,107.0,"Joel Coen, Ethan Coen","George Clooney, John Turturro, Tim Blake Nelson","Adventure, Comedy, Crime",7.7
12,How the Grinch Stole Christmas,2000,104.0,Ron Howard,"Jim Carrey, Taylor Momsen, Kelley","Comedy, Family, Fantasy",6.4
13,Final Destination,2000,98.0,James Wong,"Devon Sawa, Ali Larter, Kerr Smith","Horror, Thriller",6.7
14,Almost Famous,2000,122.0,Cameron Crowe,"Billy Crudup, Patrick Fugit, Kate Hudson","Adventure, Comedy, Drama",7.9
15,The Patriot,2000,165.0,Roland Emmerich,"Mel Gibson, Heath Ledger, Joely Richardson","Action, Drama, History",7.2
16,Scary Movie,2000,88.0,Keenen Ivory Wayans,"Anna Faris, Jon Abrahams, Marlon Wayans",Comedy,6.3
17,Gone in 60 Seconds,2000,118.0,Dominic Sena,"Nicolas Cage, Angelina Jolie, Giovanni Ribisi","Action, Crime, Thriller",6.5
18,"Crouching Tiger, Hidden Dragon",2000,120.0,Ang Lee,"Chow Yun-Fat, Michelle Yeoh, Ziyi Zhang","Action, Adventure, Drama",7.9
19,Amores Perros,2000,154.0,Alejandro G. Iñárritu,"Emilio Echevarría, Gael García Bernal, Goya Toledo","Drama, Thriller",8.0
20,The Beach,2000,119.0,Danny Boyle,"Leonardo DiCaprio, Tilda Swinton, Daniel York Loh","Adventure, Drama, Romance",6.6
21,Pitch Black,2000,109.0,David Twohy,"Radha Mitchell, Cole Hauser, Vin Diesel","Horror, Sci-Fi, Thriller",7.0
22,"Me, Myself & Irene",2000,116.0,"Bobby Farrelly, Peter Farrelly","Jim Carrey, Renée Zellweger, Anthony Anderson",Comedy,6.6
23,Remember the Titans,2000,113.0,Boaz Yakin,"Denzel Washington, Will Patton, Wood Harris","Biography, Comedy, Drama",7.8
24,Miss Congeniality,2000,109.0,Donald Petrie,"Sandra Bullock, Michael Caine, Benjamin Bratt","Action, Comedy, Crime",6.3
25,The Emperor's New Groove,2000,78.0,Mark Dindal,"David Spade, John Goodman, Eartha Kitt","Animation, Adventure, Comedy",7.4
26,Erin Brockovich,2000,131.0,Steven Soderbergh,"Julia Roberts, Albert Finney, David Brisbin","Biography, Drama",7.5
27,What Women Want,2000,127.0,Nancy Meyers,"Mel Gibson, Helen Hunt, Marisa Tomei","Comedy, Fantasy, Romance",6.5
28,Traffic,2000,147.0,Steven Soderbergh,"Michael Douglas, Benicio Del Toro, Catherine Zeta-Jones","Crime, Drama, Thriller",7.5
29,Chicken Run,2000,84.0,"Peter Lord, Nick Park","Mel Gibson, Julia Sawalha, Phil Daniels","Animation, Adventure, Comedy",7.1
30,Chocolat,2000,121.0,Lasse Hallström,"Juliette Binoche, Johnny Depp, Judi Dench","Drama, Romance",7.2
31,Charlie's Angels,2000,98.0,McG,"Cameron Diaz, Drew Barrymore, Lucy Liu","Action, Adventure, Comedy",5.6
32,Battle Royale,2000,114.0,Kinji Fukasaku,"Tatsuya Fujiwara, Aki Maeda, Tarô Yamamoto","Adventure, Drama, Thriller",7.5
33,High Fidelity,2000,113.0,Stephen Frears,"John Cusack, Iben Hjejle, Todd Louiso","Comedy, Drama, Music",7.4
34,The Perfect Storm,2000,130.0,Wolfgang Petersen,"George Clooney, Mark Wahlberg, John C. Reilly","Action, Adventure, Drama",6.5
35,Road Trip,2000,93.0,Todd Phillips,"Breckin Meyer, Seann William Scott, Amy Smart",Comedy,6.5
36,In the Mood for Love,2000,98.0,Wong Kar-Wai,"Tony Leung Chiu-wai, Maggie Cheung, Ping-Lam Siu","Drama, Romance",8.1
37,Scream 3,2000,116.0,Wes Craven,"David Arquette, Neve Campbell, Courteney Cox","Horror, Mystery",5.7
38,"Dude, Where's My Car?",2000,83.0,Danny Leiner,"Ashton Kutcher, Seann William Scott, Jennifer Garner","Comedy, Mystery, Sci-Fi",5.5
39,Billy Elliot,2000,110.0,Stephen Daldry,"Jamie Bell, Julie Walters, Jean Heywood","Drama, Music",7.7
40,Hollow Man,2000,112.0,Paul Verhoeven,"Kevin Bacon, Elisabeth Shue, Josh Brolin","Action, Horror, Sci-Fi",5.9
41,What Lies Beneath,2000,130.0,Robert Zemeckis,"Harrison Ford, Michelle Pfeiffer, Katharine Towne","Drama, Horror, Mystery",6.6
42,Shanghai Noon,2000,110.0,Tom Dey,"Jackie Chan, Owen Wilson, Lucy Liu","Action, Adventure, Comedy",6.6
43,The Whole Nine Yards,2000,98.0,Jonathan Lynn,"Bruce Willis, Matthew Perry, Rosanna Arquette","Comedy, Crime",6.7
