ID,Name,Year,Duration,Directors,Actors,Genres,Rating
1,Inglourious Basterds,2009,153,Quentin Tarantino,"Brad Pitt, Diane Kruger, Eli Roth","Adventure, Drama, War",8.4
2,Avatar,2009,162,James Cameron,"Sam Worthington, Zoe Saldaña, Sigourney Weaver","Action, Adventure, Fantasy",7.9
3,Up,2009,96,"Pete Docter, Bob Peterson","Edward Asner, Jordan Nagai, John Ratzenberger","Animation, Adventure, Comedy",8.3
4,The Hangover,2009,100,Todd Phillips,"Zach Galifianakis, Bradley Cooper, Justin Bartha",Comedy,7.7
5,District 9,2009,112,Neill Blomkamp,"Sharlto Copley, David James, Jason Cope","Action, Sci-Fi, Thriller",7.9
6,Sherlock Holmes,2009,128,Guy Ritchie,"Robert Downey Jr., Jude Law, Rachel McAdams","Action, Adventure, Mystery",7.6
7,Zombieland,2009,88,Ruben Fleischer,"Jesse Eisenberg, Emma Stone, Woody Harrelson","Action, Comedy, Horror",7.5
8,Star Trek,2009,127,J.J. Abrams,"Chris Pine, Zachary Quinto, Simon Pegg","Action, Adventure, Sci-Fi",7.9
9,Harry Potter and the Half-Blood Prince,2009,153,David Yates,"Daniel Radcliffe, Emma Watson, Rupert Grint","Action, Adventure, Family",7.6
10,Watchmen,2009,162,Zack Snyder,"Jackie Earle Haley, Patrick Wilson, Carla Gugino","Action, Drama, Mystery",7.6
11,500 Days of Summer,2009,95,Marc Webb,"Zooey Deschanel, Joseph Gordon-Levitt, Geoffrey Arend","Comedy, Drama, Romance",7.6
12,X-Men Origins: Wolverine,2009,107,Gavin Hood,"Hugh Jackman, Liev Schreiber, Ryan Reynolds","Action, Sci-Fi",6.5
13,3 Idiots,2009,170,Rajkumar Hirani,"Aamir Khan, Madhavan, Mona Singh","Comedy, Drama",8.4
14,Transformers: Revenge of the Fallen,2009,149,Michael Bay,"Shia LaBeouf, Megan Fox, Josh Duhamel","Action, Adventure, Sci-Fi",6.0
15,2012,2009,158,Roland Emmerich,"John Cusack, Thandiwe Newton, Chiwetel Ejiofor","Action, Adventure, Sci-Fi",5.8
