ID,Name,Year,Duration,Directors,Actors,Genres,Rating
1,The Lord of the Rings: The Return of the King,2003,201.0,Peter Jackson,"Elijah Wood, Viggo Mortensen, Ian McKellen","Adventure, Drama, Fantasy",9.0
2,Pirates of the Caribbean: The Curse of the Black Pearl,2003,143.0,Gore Verbinski,"Johnny Depp, Geoffrey Rush, Orlando Bloom","Action, Adventure, Fantasy",8.1
3,Kill Bill: Vol. 1,2003,111.0,Quentin Tarantino,"Uma Thurman, David Carradine, Daryl Hannah","Action, Crime, Thriller",8.2
4,Finding Nemo,2003,100.0,"Andrew Stanton, Lee Unkrich","Albert Brooks, Ellen DeGeneres, Alexander Gould","Animation, Adventure, Comedy",8.2
5,Oldboy,2003,120.0,Park Chan-wook,"Choi Min-sik, Yoo Ji-tae, Kang Hye-jeong","Action, Drama, Mystery",8.3
6,The Matrix Reloaded,2003,138.0,"Lana Wachowski, Lilly Wachowski","Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss","Action, Sci-Fi",7.2
7,X2: X-Men United,2003,134.0,Bryan Singer,"Patrick Stewart, Hugh Jackman, Halle Berry","Action, Sci-Fi, Thriller",7.4
8,The Matrix Revolutions,2003,129.0,"Lana Wachowski, Lilly Wachowski","Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss","Action, Sci-Fi",6.7
9,Love Actually,2003,135.0,Richard Curtis,"Hugh Grant, Martine McCutcheon, Liam Neeson","Comedy, Drama, Romance",7.6
10,Lost in Translation,2003,102.0,Sofia Coppola,"Bill Murray, Scarlett Johansson, Giovanni Ribisi","Comedy, Drama",7.7
11,Mystic River,2003,138.0,Clint Eastwood,"Sean Penn, Tim Robbins, Kevin Bacon","Crime, Drama, Mystery",7.9
12,The Last Samurai,2003,154.0,Edward Zwick,"Tom Cruise, Ken Watanabe, Billy Connolly","Action, Drama",7.8
13,Big Fish,2003,125.0,Tim Burton,"Ewan McGregor, Albert Finney, Billy Crudup","Adventure, Drama, Fantasy",8.0
14,Bruce Almighty,2003,101.0,Tom Shadyac,"Jim Carrey, Jennifer Aniston, Morgan Freeman","Comedy, Fantasy",6.8
15,Terminator 3: Rise of the Machines,2003,109.0,Jonathan Mostow,"Arnold Schwarzenegger, Nick Stahl, Kristanna Loken","Action, Sci-Fi",6.3
16,The Italian Job,2003,111.0,F. Gary Gray,"Donald Sutherland, Mark Wahlberg, Edward Norton","Action, Crime, Thriller",7.0
17,School of Rock,2003,109.0,Richard Linklater,"Jack Black, Mike White, Joan Cusack","Comedy, Music",7.2
18,Elf,2003,97.0,Jon Favreau,"Will Ferrell, James Caan, Bob Newhart","Adventure, Comedy, Family",7.1
19,2 Fast 2 Furious,2003,107.0,John Singleton,"Paul Walker, Tyrese Gibson, Cole Hauser","Action, Crime, Thriller",5.9
20,How to Lose a Guy in 10 Days,2003,116.0,Donald Petrie,"Kate Hudson, Matthew McConaughey, Adam Goldberg","Comedy, Romance",6.5
21,Underworld,2003,121.0,Len Wiseman,"Kate Beckinsale, Scott Speedman, Shane Brolly","Action, Fantasy, Thriller",7.0
22,Hulk,2003,138.0,Ang Lee,"Eric Bana, Jennifer Connelly, Sam Elliott","Action, Sci-Fi",5.6
23,Bad Boys II,2003,147.0,Michael Bay,"Will Smith, Martin Lawrence, Gabrielle Union","Action, Comedy, Crime",6.6
24,Identity,2003,90.0,James Mangold,"John Cusack, Ray Liotta, Amanda Peet","Mystery, Thriller",7.3
25,Old School,2003,88.0,Todd Phillips,"Luke Wilson, Vince Vaughn, Will Ferrell",Comedy,7.0
26,21 Grams,2003,124.0,Alejandro G. Iñárritu,"Sean Penn, Benicio Del Toro, Naomi Watts","Crime, Drama, Thriller",7.6
27,Master and Commander: The Far Side of the World,2003,138.0,Peter Weir,"Russell Crowe, Paul Bettany, Billy Boyd","Action, Adventure, Drama",7.5
28,Memories of Murder,2003,132.0,Bong Joon Ho,"Song Kang-ho, Kim Sang-kyung, Kim Roe-ha","Crime, Drama, Mystery",8.1
29,Daredevil,2003,103.0,Mark Steven Johnson,"Ben Affleck, Jennifer Garner, Colin Farrell","Action, Crime, Drama",5.3
30,Anger Management,2003,106.0,Peter Segal,"Jack Nicholson, Adam Sandler, Marisa Tomei",Comedy,6.3
31,American Wedding,2003,96.0,Jesse Dylan,"Jason Biggs, Alyson Hannigan, Seann William Scott",Comedy,6.3
32,Final Destination 2,2003,90.0,David R. Ellis,"A.J. Cook, Ali Larter, Tony Todd","Horror, Thriller",6.2
33,The League of Extraordinary Gentlemen,2003,110.0,Stephen Norrington,"Sean Connery, Stuart Townsend, Peta Wilson","Action, Adventure, Fantasy",5.8
34,Johnny English,2003,87.0,Peter Howitt,"Rowan Atkinson, John Malkovich, Natalie Imbruglia","Action, Adventure, Comedy",6.3
35,Once Upon a Time in Mexico,2003,102.0,Robert Rodriguez,"Antonio Banderas, Salma Hayek, Johnny Depp","Action, Crime, Thriller",6.3
36,Monster,2003,109.0,Patty Jenkins,"Charlize Theron, Christina Ricci, Bruce Dern","Biography, Crime, Drama",7.3
