ID,Name,Year,Duration,Directors,Actors,Genres,Rating
1,Deadpool,2016,108,Tim Miller,"Ryan Reynolds, Morena Baccarin, T.J. Miller","Action, Comedy, Sci-Fi",8.0
2,Captain America: Civil War,2016,147,"Anthony Russo, Joe Russo","Chris Evans, Robert Downey Jr., Scarlett Johansson","Action, Sci-Fi",7.8
3,Doctor Strange,2016,115,Scott Derrickson,"Benedict Cumberbatch, Chiwetel Ejiofor, Rachel McAdams","Action, Adventure, Fantasy",7.5
4,Arrival,2016,116,Denis Villeneuve,"Amy Adams, Jeremy Renner, Forest Whitaker","Drama, Mystery, Sci-Fi",7.9
5,Batman v Superman: Dawn of Justice,2016,151,Zack Snyder,"Ben Affleck, Henry Cavill, Amy Adams","Action, Adventure, Sci-Fi",6.5
6,Suicide Squad,2016,123,David Ayer,"Will Smith, Jared Leto, Margot Robbie","Action, Adventure, Fantasy",5.9
7,Rogue One: A Star Wars Story,2016,133,Gareth Edwards,"Felicity Jones, Diego Luna, Alan Tudyk","Action, Adventure, Sci-Fi",7.8
8,La La Land,2016,128,Damien Chazelle,"Ryan Gosling, Emma Stone, Rosemarie DeWitt","Comedy, Drama, Music",8.0
9,Hacksaw Ridge,2016,139,Mel Gibson,"Andrew Garfield, Sam Worthington, Luke Bracey","Biography, Drama, History",8.1
10,Split,2016,117,M. Night Shyamalan,"James McAvoy, Anya Taylor-Joy, Haley Lu Richardson","Horror, Thriller",7.3
11,Zootopia,2016,108,"Byron Howard, Rich Moore, Jared Bush","Ginnifer Goodwin, Jason Bateman, Idris Elba","Animation, Action, Adventure",8.0
12,Fantastic Beasts and Where to Find Them,2016,132,David Yates,"Eddie Redmayne, Katherine Waterston, Alison Sudol","Adventure, Family, Fantasy",7.2
13,X-Men: Apocalypse,2016,144,Bryan Singer,"James McAvoy, Michael Fassbender, Jennifer Lawrence","Action, Adventure, Sci-Fi",6.8
14,Passengers,2016,116,Morten Tyldum,"Jennifer Lawrence, Chris Pratt, Michael Sheen","Drama, Romance, Sci-Fi",7.0
15,Moana,2016,107,"Ron Clements, John Musker, Don Hall","Auli'i Cravalho, Dwayne Johnson, Rachel House","Animation, Adventure, Comedy",7.6
16,The Nice Guys,2016,116,Shane Black,"Russell Crowe, Ryan Gosling, Angourie Rice","Action, Comedy, Crime",7.4
17,10 Cloverfield Lane,2016,103,Dan Trachtenberg,"John Goodman, Mary Elizabeth Winstead, John Gallagher Jr.","Drama, Horror, Sci-Fi",7.2
18,The Accountant,2016,128,Gavin O'Connor,"Ben Affleck, Anna Kendrick, J.K. Simmons","Action, Crime, Drama",7.3
19,Your Name.,2016,106,Makoto Shinkai,"Ryûnosuke Kamiki, Mone Kamishiraishi, Ryo Narita","Animation, Drama, Fantasy",8.4
20,Moonlight,2016,111,Barry Jenkins,"Mahershala Ali, Naomie Harris, Trevante Rhodes",Drama,7.4
21,Now You See Me 2,2016,129,Jon M. Chu,"Jesse Eisenberg, Mark Ruffalo, Woody Harrelson","Action, Adventure, Comedy",6.4
22,Manchester by the Sea,2016,137,Kenneth Lonergan,"Casey Affleck, Michelle Williams, Kyle Chandler",Drama,7.8
23,Nocturnal Animals,2016,116,Tom Ford,"Amy Adams, Jake Gyllenhaal, Michael Shannon","Drama, Thriller",7.4
24,Finding Dory,2016,97,"Andrew Stanton, Angus MacLane","Ellen DeGeneres, Albert Brooks, Ed O'Neill","Animation, Adventure, Comedy",7.2
25,The Conjuring 2,2016,134,James Wan,"Vera Farmiga, Patrick Wilson, Madison Wolfe","Horror, Mystery, Thriller",7.3
26,Don't Breathe,2016,88,Fede Alvarez,"Stephen Lang, Jane Levy, Dylan Minnette","Crime, Horror, Thriller",7.1
27,Sully,2016,96,Clint Eastwood,"Tom Hanks, Aaron Eckhart, Laura Linney","Biography, Drama",7.4
28,Me Before You,2016,110,Thea Sharrock,"Emilia Clarke, Sam Claflin, Janet McTeer","Drama, Romance",7.4
29,The Jungle Book,2016,106,Jon Favreau,"Neel Sethi, Bill Murray, Ben Kingsley","Animation, Action, Adventure",7.3
30,Warcraft,2016,123,Duncan Jones,"Travis Fimmel, Paula Patton, Ben Foster","Action, Adventure, Fantasy",6.7
31,Train to Busan,2016,118,Yeon Sang-ho,"Gong Yoo, Jung Yu-mi, Ma Dong-seok","Action, Horror, Thriller",7.6
32,War Dogs,2016,114,Todd Phillips,"Jonah Hill, Miles Teller, Steve Lantz","Biography, Comedy, Crime",7.1
33,Hidden Figures,2016,127,Theodore Melfi,"Taraji P. Henson, Octavia Spencer, Janelle Monáe","Biography, Drama, History",7.8
34,Hell or High Water,2016,102,David Mackenzie,"Chris Pine, Ben Foster, Jeff Bridges","Crime, Drama, Thriller",7.6
35,Star Trek Beyond,2016,122,Justin Lin,"Chris Pine, Zachary Quinto, Karl Urban","Action, Adventure, Sci-Fi",7.0
36,Lion,2016,118,Garth Davis,"Dev Patel, Nicole Kidman, Rooney Mara","Biography, Drama",8.0
37,Ghostbusters,2016,117,Paul Feig,"Melissa McCarthy, Kristen Wiig, Kate McKinnon","Action, Comedy, Fantasy",6.8
38,Jason Bourne,2016,123,Paul Greengrass,"Matt Damon, Tommy Lee Jones, Alicia Vikander","Action, Thriller",6.6
