ID,Name,Year,Duration,Directors,Actors,Genres,Rating
1,Mad Max: Fury Road,2015,120,George Miller,"Tom Hardy, Charlize Theron, Nicholas Hoult","Action, Adventure, Sci-Fi",8.1
2,Star Wars: Episode VII - The Force Awakens,2015,138,J.J. Abrams,"Daisy Ridley, John Boyega, Oscar Isaac","Action, Adventure, Sci-Fi",7.8
3,The Martian,2015,144,Ridley Scott,"Matt Damon, Jessica Chastain, Kristen Wiig","Adventure, Drama, Sci-Fi",8.0
4,Avengers: Age of Ultron,2015,141,Joss Whedon,"Robert Downey Jr., Chris Evans, Mark Ruffalo","Action, Adventure, Sci-Fi",7.3
5,The Revenant,2015,156,Alejandro G. Iñárritu,"Leonardo DiCaprio, Tom Hardy, Will Poulter","Adventure, Drama, Western",8.0
6,Inside Out,2015,95,"Pete Docter, Ronnie Del Carmen","Amy Poehler, Bill Hader, Lewis Black","Animation, Adventure, Comedy",8.1
7,Ant-Man,2015,117,Peyton Reed,"Paul Rudd, Michael Douglas, Corey Stoll","Action, Comedy, Sci-Fi",7.2
8,Jurassic World,2015,124,Colin Trevorrow,"Chris Pratt, Bryce Dallas Howard, Ty Simpkins","Action, Adventure, Sci-Fi",6.9
9,The Hateful Eight,2015,168,Quentin Tarantino,"Samuel L. Jackson, Kurt Russell, Jennifer Jason Leigh","Crime, Drama, Mystery",7.8
10,Spotlight,2015,129,Tom McCarthy,"Mark Ruffalo, Michael Keaton, Rachel McAdams","Biography, Crime, Drama",8.1
11,The Big Short,2015,130,Adam McKay,"Christian Bale, Steve Carell, Ryan Gosling","Biography, Comedy, Drama",7.8
12,Sicario,2015,121,Denis Villeneuve,"Emily Blunt, Josh Brolin, Benicio Del Toro","Action, Crime, Drama",7.7
13,Spectre,2015,148,Sam Mendes,"Daniel Craig, Christoph Waltz, Léa Seydoux","Action, Adventure, Thriller",6.8
14,Room,2015,118,Lenny Abrahamson,"Brie Larson, Jacob Tremblay, Sean Bridgers","Drama, Thriller",8.1
