ID,Name,Year,Duration,Directors,Actors,Genres,Rating
1,The Wolf of Wall Street,2013,180,Martin Scorsese,"Leonardo DiCaprio, Jonah Hill, Margot Robbie","Biography, Comedy, Crime",8.2
2,Iron Man 3,2013,130,Shane Black,"Robert Downey Jr., Guy Pearce, Gwyneth Paltrow","Action, Adventure, Sci-Fi",7.1
3,Gravity,2013,91,Alfonso Cuarón,"Sandra Bullock, George Clooney, Ed Harris","Drama, Sci-Fi, Thriller",7.7
4,Prisoners,2013,153,Denis Villeneuve,"Hugh Jackman, Jake Gyllenhaal, Viola Davis","Crime, Drama, Mystery",8.2
5,Man of Steel,2013,143,Zack Snyder,"Henry Cavill, Amy Adams, Michael Shannon","Action, Adventure, Sci-Fi",7.1
6,12 Years a Slave,2013,134,Steve McQueen,"Chiwetel Ejiofor, Michael Kenneth Williams, Michael Fassbender","Biography, Drama, History",8.1
7,World War Z,2013,116,Marc Forster,"Brad Pitt, Mireille Enos, Daniella Kertesz","Action, Adventure, Horror",7.0
8,Thor: The Dark World,2013,112,Alan Taylor,"Chris Hemsworth, Natalie Portman, Tom Hiddleston","Action, Adventure, Fantasy",6.7
9,The Hunger Games: Catching Fire,2013,146,Francis Lawrence,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth","Action, Adventure, Sci-Fi",7.5
10,Now You See Me,2013,115,Louis Leterrier,"Jesse Eisenberg, Common, Mark Ruffalo","Crime, Mystery, Thriller",7.2
11,The Hobbit: The Desolation of Smaug,2013,161,Peter Jackson,"Ian McKellen, Martin Freeman, Richard Armitage","Adventure, Fantasy",7.8
12,Her,2013,126,Spike Jonze,"Joaquin Phoenix, Amy Adams, Scarlett Johansson","Drama, Romance, Sci-Fi",8.0
13,Frozen,2013,102,"Chris Buck, Jennifer Lee","Kristen Bell, Idina Menzel, Jonathan Groff","Animation, Adventure, Comedy",7.4
14,The Great Gatsby,2013,143,Baz Luhrmann,"Leonardo DiCaprio, Carey Mulligan, Joel Edgerton","Drama, Romance",7.2
15,The Conjuring,2013,112,James Wan,"Patrick Wilson, Vera Farmiga, Ron Livingston","Horror, Mystery, Thriller",7.5
16,Oblivion,2013,124,Joseph Kosinski,"Tom Cruise, Morgan Freeman, Andrea Riseborough","Action, Adventure, Sci-Fi",7.0
17,Pacific Rim,2013,131,Guillermo del Toro,"Idris Elba, Charlie Hunnam, Rinko Kikuchi","Action, Adventure, Sci-Fi",6.9
18,Rush,2013,123,Ron Howard,"Daniel Brühl, Chris Hemsworth, Olivia Wilde","Biography, Drama, Sport",8.1
19,Dallas Buyers Club,2013,117,Jean-Marc Vallée,"Matthew McConaughey, Jennifer Garner, Jared Leto","Biography, Drama",7.9
20,The Wolverine,2013,126,James Mangold,"Hugh Jackman, Will Yun Lee, Tao Okamoto","Action, Sci-Fi",6.7
21,American Hustle,2013,138,David O. Russell,"Christian Bale, Amy Adams, Bradley Cooper","Crime, Drama",7.2
22,Captain Phillips,2013,134,Paul Greengrass,"Tom Hanks, Barkhad Abdi, Barkhad Abdirahman","Action, Biography, Crime",7.8
23,We're the Millers,2013,110,Rawson Marshall Thurber,"Jason Sudeikis, Jennifer Aniston, Emma Roberts","Comedy, Crime",7.0
24,Star Trek Into Darkness,2013,132,J.J. Abrams,"Chris Pine, Zachary Quinto, Zoe Saldaña","Action, Adventure, Sci-Fi",7.7
25,Elysium,2013,109,Neill Blomkamp,"Matt Damon, Jodie Foster, Sharlto Copley","Action, Drama, Sci-Fi",6.6
26,This Is the End,2013,107,"Evan Goldberg, Seth Rogen","James Franco, Jonah Hill, Seth Rogen","Comedy, Fantasy",6.6
27,Despicable Me 2,2013,98,"Pierre Coffin, Chris Renaud","Steve Carell, Kristen Wiig, Benjamin Bratt","Animation, Adventure, Comedy",7.3
28,Fast & Furious 6,2013,130,Justin Lin,"Vin Diesel, Paul Walker, Dwayne Johnson","Action, Thriller",7.0
29,About Time,2013,123,Richard Curtis,"Domhnall Gleeson, Rachel McAdams, Bill Nighy","Comedy, Drama, Fantasy",7.8
30,Monsters University,2013,104,Dan Scanlon,"Billy Crystal, John Goodman, Steve Buscemi","Animation, Adventure, Comedy",7.2
31,Snowpiercer,2013,126,Bong Joon Ho,"Chris Evans, Jamie Bell, Tilda Swinton","Action, Sci-Fi, Thriller",7.1
32,The Secret Life of Walter Mitty,2013,114,Ben Stiller,"Ben Stiller, Kristen Wiig, Jon Daly","Adventure, Comedy, Drama",7.3
33,The Hangover Part III,2013,100,Todd Phillips,"Bradley Cooper, Zach Galifianakis, Ed Helms","Comedy, Crime",5.8
34,Lone Survivor,2013,121,Peter Berg,"Mark Wahlberg, Taylor Kitsch, Emile Hirsch","Action, Biography, Drama",7.5
35,The World's End,2013,109,Edgar Wright,"Simon Pegg, Nick Frost, Martin Freeman","Action, Comedy, Sci-Fi",6.9
36,Olympus Has Fallen,2013,119,Antoine Fuqua,"Gerard Butler, Aaron Eckhart, Morgan Freeman","Action, Thriller",6.5
37,Kick-Ass 2,2013,103,Jeff Wadlow,"Aaron Taylor-Johnson, Chloë Grace Moretz, Christopher Mintz-Plasse","Action, Comedy, Crime",6.5
38,Escape Plan,2013,115,Mikael Håfström,"Sylvester Stallone, Arnold Schwarzenegger, 50 Cent","Action, Thriller",6.7
39,Ender's Game,2013,114,Gavin Hood,"Harrison Ford, Asa Butterfield, Hailee Steinfeld","Action, Adventure, Sci-Fi",6.6
40,The Purge,2013,85,James DeMonaco,"Ethan Hawke, Lena Headey, Max Burkholder","Horror, Sci-Fi, Thriller",5.8
41,Don Jon,2013,90,Joseph Gordon-Levitt,"Joseph Gordon-Levitt, Scarlett Johansson, Julianne Moore","Comedy, Drama, Romance",6.5
42,Warm Bodies,2013,98,Jonathan Levine,"Nicholas Hoult, Teresa Palmer, John Malkovich","Comedy, Horror, Romance",6.8
43,The Lone Ranger,2013,150,Gore Verbinski,"Johnny Depp, Armie Hammer, William Fichtner","Action, Adventure, Drama",6.4
44,White House Down,2013,131,Roland Emmerich,"Channing Tatum, Jamie Foxx, Maggie Gyllenhaal","Action, Drama, Thriller",6.3
45,The Croods,2013,98,"Kirk DeMicco, Chris Sanders","Nicolas Cage, Ryan Reynolds, Emma Stone","Animation, Adventure, Comedy",7.1
46,Pain & Gain,2013,129,Michael Bay,"Mark Wahlberg, Dwayne Johnson, Anthony Mackie","Action, Biography, Comedy",6.4
47,2 Guns,2013,109,Baltasar Kormákur,"Denzel Washington, Mark Wahlberg, Paula Patton","Action, Comedy, Crime",6.7
48,Enemy,2013,91,Denis Villeneuve,"Jake Gyllenhaal, Mélanie Laurent, Sarah Gadon","Drama, Mystery, Thriller",6.9
49,Gangster Squad,2013,113,Ruben Fleischer,"Sean Penn, Ryan Gosling, Emma Stone","Action, Crime, Drama",6.7
50,Hansel & Gretel: Witch Hunters,2013,88,Tommy Wirkola,"Jeremy Renner, Gemma Arterton, Peter Stormare","Action, Fantasy, Horror",6.1
51,The Internship,2013,119,Shawn Levy,"Vince Vaughn, Owen Wilson, Rose Byrne",Comedy,6.3
52,A Good Day to Die Hard,2013,98,John Moore,"Bruce Willis, Jai Courtney, Sebastian Koch","Action, Thriller",5.2
53,Oz the Great and Powerful,2013,130,Sam Raimi,"James Franco, Michelle Williams, Rachel Weisz","Adventure, Family, Fantasy",6.3
54,Blue Jasmine,2013,98,Woody Allen,"Cate Blanchett, Alec Baldwin, Peter Sarsgaard","Comedy, Drama, Romance",7.3
55,After Earth,2013,100,M. Night Shyamalan,"Jaden Smith, David Denman, Will Smith","Action, Adventure, Sci-Fi",4.8
56,Evil Dead,2013,91,Fede Alvarez,"Jane Levy, Shiloh Fernandez, Jessica Lucas",Horror,6.5
57,Side Effects,2013,106,Steven Soderbergh,"Rooney Mara, Channing Tatum, Jude Law","Crime, Drama, Mystery",7.1
58,Anchorman 2: The Legend Continues,2013,119,Adam McKay,"Will Ferrell, Christina Applegate, Paul Rudd",Comedy,6.3
59,Insidious: Chapter 2,2013,106,James Wan,"Patrick Wilson, Rose Byrne, Barbara Hershey","Horror, Mystery, Thriller",6.6
