ID,Name,Year,Duration,Directors,Actors,Genres,Rating
1,The Lord of the Rings: The Two Towers,2002,179.0,Peter Jackson,"Elijah Wood, Ian McKellen, Viggo Mortensen","Adventure, Drama, Fantasy",8.8
2,Catch Me If You Can,2002,141.0,Steven Spielberg,"Leonardo DiCaprio, Tom Hanks, Christopher Walken","Biography, Crime, Drama",8.1
3,The Pianist,2002,150.0,Roman Polanski,"Adrien Brody, Thomas Kretschmann, Frank Finlay","Biography, Drama, Music",8.5
4,Spider-Man,2002,121.0,Sam Raimi,"Tobey Maguire, Kirsten Dunst, Willem Dafoe","Action, Adventure, Sci-Fi",7.4
5,City of God,2002,130.0,"Fernando Meirelles, Kátia Lund","Alexandre Rodrigues, Leandro Firmino, Matheus Nachtergaele","Crime, Drama",8.6
6,Star Wars: Episode II - Attack of the Clones,2002,142.0,George Lucas,"Hayden Christensen, Natalie Portman, Ewan McGregor","Action, Adventure, Fantasy",6.6
7,Harry Potter and the Chamber of Secrets,2002,161.0,Chris Columbus,"Daniel Radcliffe, Rupert Grint, Emma Watson","Adventure, Family, Fantasy",7.4
8,Minority Report,2002,145.0,Steven Spielberg,"Tom Cruise, Colin Farrell, Samantha Morton","Action, Crime, Mystery",7.6
9,The Bourne Identity,2002,119.0,Doug Liman,"Franka Potente, Matt Damon, Chris Cooper","Action, Mystery, Thriller",7.8
10,Ice Age,2002,81.0,"Chris Wedge, Carlos Saldanha","Denis Leary, John Leguizamo, Ray Romano","Animation, Adventure, Comedy",7.5
11,Gangs of New York,2002,167.0,Martin Scorsese,"Leonardo DiCaprio, Cameron Diaz, Daniel Day-Lewis","Crime, Drama",7.5
12,28 Days Later,2002,113.0,Danny Boyle,"Cillian Murphy, Naomie Harris, Christopher Eccleston","Drama, Horror, Sci-Fi",7.5
13,Men in Black II,2002,88.0,Barry Sonnenfeld,"Tommy Lee Jones, Will Smith, Rip Torn","Action, Adventure, Comedy",6.2
14,Signs,2002,106.0,M. Night Shyamalan,"Mel Gibson, Joaquin Phoenix, Rory Culkin","Drama, Mystery, Sci-Fi",6.8
15,The Ring,2002,115.0,Gore Verbinski,"Naomi Watts, Martin Henderson, Brian Cox","Horror, Mystery",7.1
16,Equilibrium,2002,107.0,Kurt Wimmer,"Christian Bale, Sean Bean, Emily Watson","Action, Drama, Sci-Fi",7.3
17,8 Mile,2002,110.0,Curtis Hanson,"Eminem, Brittany Murphy, Kim Basinger","Drama, Music",7.2
18,The Transporter,2002,92.0,"Louis Leterrier, Corey Yuen","Jason Statham, Shu Qi, Matt Schulze","Action, Crime, Thriller",6.8
19,Insomnia,2002,118.0,Christopher Nolan,"Al Pacino, Robin Williams, Hilary Swank","Drama, Mystery, Thriller",7.2
20,Panic Room,2002,112.0,David Fincher,"Jodie Foster, Kristen Stewart, Forest Whitaker","Crime, Drama, Thriller",6.8
21,Red Dragon,2002,124.0,Brett Ratner,"Anthony Hopkins, Edward Norton, Ralph Fiennes","Crime, Drama, Thriller",7.2
22,Resident Evil,2002,100.0,Paul W.S. Anderson,"Milla Jovovich, Michelle Rodriguez, Ryan McCluskey","Action, Horror, Sci-Fi",6.6
23,Phone Booth,2002,81.0,Joel Schumacher,"Colin Farrell, Kiefer Sutherland, Forest Whitaker","Crime, Thriller",7.1
24,Road to Perdition,2002,117.0,Sam Mendes,"Tom Hanks, Tyler Hoechlin, Paul Newman","Crime, Drama, Thriller",7.7
25,Chicago,2002,113.0,Rob Marshall,"Renée Zellweger, Catherine Zeta-Jones, Richard Gere","Comedy, Crime, Musical",7.2
26,Blade II,2002,117.0,Guillermo del Toro,"Wesley Snipes, Kris Kristofferson, Ron Perlman","Action, Horror, Sci-Fi",6.7
27,Die Another Day,2002,133.0,Lee Tamahori,"Pierce Brosnan, Halle Berry, Rosamund Pike","Action, Adventure, Thriller",6.1
28,Austin Powers in Goldmember,2002,94.0,Jay Roach,"Mike Myers, Beyoncé, Seth Green","Action, Adventure, Comedy",6.2
29,Lilo & Stitch,2002,85.0,"Dean DeBlois, Chris Sanders","Daveigh Chase, Chris Sanders, Tia Carrere","Animation, Adventure, Comedy",7.3
30,A Walk to Remember,2002,101.0,Adam Shankman,"Mandy Moore, Shane West, Peter Coyote","Drama, Romance",7.3
31,Adaptation.,2002,115.0,Spike Jonze,"Nicolas Cage, Meryl Streep, Chris Cooper","Comedy, Drama",7.7
32,About a Boy,2002,101.0,"Chris Weitz, Paul Weitz","Hugh Grant, Nicholas Hoult, Toni Collette","Comedy, Drama, Romance",7.1
33,Hero,2002,107.0,Yimou Zhang,"Jet Li, Tony Leung Chiu-wai, Maggie Cheung","Action, Adventure, Drama",7.9
34,xXx,2002,124.0,Rob Cohen,"Vin Diesel, Asia Argento, Marton Csokas","Action, Adventure, Drama",5.8
35,25th Hour,2002,135.0,Spike Lee,"Edward Norton, Barry Pepper, Philip Seymour Hoffman",Drama,7.6
36,Punch-Drunk Love,2002,95.0,Paul Thomas Anderson,"Adam Sandler, Emily Watson, Philip Seymour Hoffman","Comedy, Drama, Romance",7.3
37,Mr. Deeds,2002,96.0,Steven Brill,"Adam Sandler, Winona Ryder, John Turturro","Comedy, Romance",5.8
38,We Were Soldiers,2002,138.0,Randall Wallace,"Mel Gibson, Madeleine Stowe, Greg Kinnear","Action, Drama, History",7.2
39,Irreversible,2002,97.0,Gaspar Noé,"Monica Bellucci, Vincent Cassel, Albert Dupontel","Crime, Drama, Mystery",7.3
40,The Count of Monte Cristo,2002,131.0,Kevin Reynolds,"Jim Caviezel, Guy Pearce, Christopher Adamson","Action, Adventure, Drama",7.7
41,Bowling for Columbine,2002,120.0,Michael Moore,"Michael Moore, Charlton Heston, Marilyn Manson","Documentary, Crime, Drama",8.0
42,Reign of Fire,2002,101.0,Rob Bowman,"Matthew McConaughey, Christian Bale, Izabella Scorupco","Action, Adventure, Fantasy",6.2
43,John Q,2002,116.0,Nick Cassavetes,"Denzel Washington, Robert Duvall, Gabriela Oltean","Crime, Drama, Thriller",7.1
44,The Scorpion King,2002,92.0,Chuck Russell,"Dwayne Johnson, Steven Brand, Michael Clarke Duncan","Action, Adventure, Fantasy",5.5
45,My Big Fat Greek Wedding,2002,95.0,Joel Zwick,"Nia Vardalos, John Corbett, Michael Constantine","Comedy, Drama, Romance",6.6
46,The Hours,2002,110.0,Stephen Daldry,"Meryl Streep, Nicole Kidman, Julianne Moore","Drama, Romance",7.5
47,Treasure Planet,2002,95.0,"Ron Clements, John Musker","Joseph Gordon-Levitt, Emma Thompson, Martin Short","Animation, Adventure, Family",7.2
48,One Hour Photo,2002,96.0,Mark Romanek,"Robin Williams, Connie Nielsen, Michael Vartan","Drama, Thriller",6.8
49,About Schmidt,2002,125.0,Alexander Payne,"Jack Nicholson, Hope Davis, Dermot Mulroney",Drama,7.2
50,Infernal Affairs,2002,101.0,"Wai Keung Lau, Alan Mak","Andy Lau, Tony Leung Chiu-wai, Anthony Chau-Sang Wong","Crime, Drama, Mystery",8.0
51,The Time Machine,2002,96.0,Simon Wells,"Guy Pearce, Yancey Arias, Mark Addy","Action, Adventure, Sci-Fi",6.0
52,Scooby-Doo,2002,86.0,Raja Gosnell,"Matthew Lillard, Freddie Prinze Jr., Sarah Michelle Gellar","Adventure, Comedy, Family",5.3
53,Two Weeks Notice,2002,101.0,Marc Lawrence,"Sandra Bullock, Hugh Grant, Alicia Witt","Comedy, Romance",6.2
54,The Sum of All Fears,2002,124.0,Phil Alden Robinson,"Ben Affleck, Morgan Freeman, Ian Mongrain","Action, Drama, Thriller",6.5
55,Sweet Home Alabama,2002,108.0,Andy Tennant,"Reese Witherspoon, Patrick Dempsey, Josh Lucas","Comedy, Romance",6.2
56,Talk to Her,2002,112.0,Pedro Almodóvar,"Rosario Flores, Javier Cámara, Darío Grandinetti","Drama, Mystery, Romance",7.9
57,Bend It Like Beckham,2002,112.0,Gurinder Chadha,"Parminder Nagra, Keira Knightley, Jonathan Rhys Meyers","Comedy, Drama, Romance",6.7
58,Van Wilder,2002,92.0,Walt Becker,"Ryan Reynolds, Tara Reid, Tim Matheson","Comedy, Romance",6.4
59,Ghost Ship,2002,91.0,Steve Beck,"Julianna Margulies, Gabriel Byrne, Ron Eldard","Horror, Mystery, Thriller",5.6
60,The Hot Chick,2002,104.0,Tom Brady,"Rob Schneider, Rachel McAdams, Anna Faris","Comedy, Fantasy",5.6
61,Secretary,2002,107.0,Steven Shainberg,"James Spader, Maggie Gyllenhaal, Jeremy Davies","Comedy, Drama, Romance",6.9
62,Jackass: The Movie,2002,85.0,Jeff Tremaine,"Johnny Knoxville, Bam Margera, Chris Pontius","Documentary, Action, Comedy",6.6
63,Unfaithful,2002,124.0,Adrian Lyne,"Richard Gere, Diane Lane, Olivier Martinez","Drama, Romance, Thriller",6.7
64,Maid in Manhattan,2002,105.0,Wayne Wang,"Jennifer Lopez, Ralph Fiennes, Natasha Richardson","Comedy, Drama, Romance",5.4
65,Frida,2002,123.0,Julie Taymor,"Salma Hayek, Alfred Molina, Geoffrey Rush","Biography, Drama, Romance",7.3
66,Ali G Indahouse,2002,87.0,Mark Mylod,"Sacha Baron Cohen, Emilio Rivera, Gina La Piana",Comedy,6.2
67,Confessions of a Dangerous Mind,2002,113.0,George Clooney,"Sam Rockwell, Drew Barrymore, George Clooney","Biography, Comedy, Crime",7.0
68,Analyze That,2002,96.0,Harold Ramis,"Robert De Niro, Billy Crystal, Lisa Kudrow","Comedy, Crime",5.9
69,The Tuxedo,2002,98.0,Kevin Donovan,"Jackie Chan, Jennifer Love Hewitt, Jason Isaacs","Action, Comedy, Sci-Fi",5.4
70,Spirit: Stallion of the Cimarron,2002,83.0,"Kelly Asbury, Lorna Cook","Matt Damon, James Cromwell, Daniel Studi","Animation, Adventure, Drama",7.2
71,Solaris,2002,99.0,Steven Soderbergh,"George Clooney, Natascha McElhone, Ulrich Tukur","Drama, Mystery, Romance",6.2
72,The Mothman Prophecies,2002,119.0,Mark Pellington,"Richard Gere, Laura Linney, David Eigenberg","Drama, Horror, Mystery",6.4
73,Cabin Fever,2002,93.0,Eli Roth,"Jordan Ladd, Rider Strong, James DeBello",Horror,5.6
74,Star Trek: Nemesis,2002,116.0,Stuart Baird,"Patrick Stewart, Jonathan Frakes, Brent Spiner","Action, Adventure, Sci-Fi",6.4
75,Collateral Damage,2002,108.0,Andrew Davis,"Arnold Schwarzenegger, John Leguizamo, Francesca Neri","Action, Drama, Thriller",5.5
76,Sympathy for Mr. Vengeance,2002,129.0,Park Chan-wook,"Song Kang-ho, Shin Ha-kyun, Bae Doona","Crime, Drama, Thriller",7.5
77,40 Days and 40 Nights,2002,96.0,Michael Lehmann,"Josh Hartnett, Shannyn Sossamon, Paulo Costanzo","Comedy, Romance",5.6
78,Spy Kids 2: Island of Lost Dreams,2002,100.0,Robert Rodriguez,"Alexa PenaVega, Daryl Sabara, Antonio Banderas","Action, Adventure, Comedy",5.3
79,Changing Lanes,2002,98.0,Roger Michell,"Ben Affleck, Samuel L. Jackson, Kim Staunton","Drama, Thriller",6.5
80,Windtalkers,2002,134.0,John Woo,"Nicolas Cage, Adam Beach, Peter Stormare","Action, Drama, War",6.1
81,Cube²: Hypercube,2002,94.0,Andrzej Sekula,"Kari Matchett, Geraint Wyn Davies, Grace Lynn Kung","Horror, Mystery, Sci-Fi",5.5
82,K-19: The Widowmaker,2002,138.0,Kathryn Bigelow,"Harrison Ford, Sam Spruell, Peter Stebbings","Drama, History, Thriller",6.7
83,The Cat Returns,2002,75.0,Hiroyuki Morita,"Chizuru Ikewaki, Yoshihiko Hakamada, Aki Maeda","Animation, Adventure, Comedy",7.1
84,Dog Soldiers,2002,105.0,Neil Marshall,"Sean Pertwee, Kevin McKidd, Emma Cleasby","Action, Horror, Thriller",6.8
85,The Santa Clause 2,2002,104.0,Michael Lembeck,"Tim Allen, Spencer Breslin, Elizabeth Mitchell","Comedy, Family, Fantasy",5.8
86,Showtime,2002,95.0,Tom Dey,"Robert De Niro, Eddie Murphy, Rene Russo","Action, Comedy, Crime",5.6
87,Murder by Numbers,2002,115.0,Barbet Schroeder,"Sandra Bullock, Ben Chaplin, Ryan Gosling","Crime, Mystery, Thriller",6.2
88,The Sweetest Thing,2002,84.0,Roger Kumble,"Cameron Diaz, Thomas Jane, Christina Applegate","Comedy, Romance",5.2
89,S1m0ne,2002,117.0,Andrew Niccol,"Al Pacino, Catherine Keener, Rachel Roberts","Comedy, Drama, Sci-Fi",6.1
90,Queen of the Damned,2002,101.0,Michael Rymer,"Aaliyah, Stuart Townsend, Marguerite Moreau","Drama, Fantasy, Horror",5.3
91,Eight Legged Freaks,2002,99.0,Ellory Elkayem,"David Arquette, Kari Wuhrer, Scott Terra","Action, Adventure, Comedy",5.5
92,Asterix & Obelix: Mission Cleopatra,2002,107.0,Alain Chabat,"Gérard Depardieu, Christian Clavier, Jamel Debbouze","Adventure, Comedy, Family",6.7
93,Stuart Little 2,2002,77.0,Rob Minkoff,"Michael J. Fox, Geena Davis, Hugh Laurie","Adventure, Comedy, Family",5.5
94,Hart's War,2002,125.0,Gregory Hoblit,"Bruce Willis, Colin Farrell, Terrence Howard","Drama, War",6.4
95,I Spy,2002,97.0,Betty Thomas,"Eddie Murphy, Owen Wilson, Famke Janssen","Action, Adventure, Comedy",5.4
96,The Rules of Attraction,2002,110.0,Roger Avary,"James Van Der Beek, Ian Somerhalder, Shannyn Sossamon","Comedy, Drama, Romance",6.6
97,Orange County,2002,82.0,Jake Kasdan,"Colin Hanks, Jack Black, Schuyler Fisk","Comedy, Drama",6.2
98,Bubba Ho-Tep,2002,92.0,Don Coscarelli,"Bruce Campbell, Ossie Davis, Bob Ivy","Comedy, Fantasy, Horror",6.9
99,Lilya 4-Ever,2002,109.0,Lukas Moodysson,"Oksana Akinshina, Artyom Bogucharskiy, Pavel Ponomaryov","Crime, Drama",7.8
100,Halloween: Resurrection,2002,90.0,Rick Rosenthal,"Jamie Lee Curtis, Busta Rhymes, Brad Loree","Horror, Thriller",3.9
101,Bad Company,2002,116.0,Joel Schumacher,"Anthony Hopkins, Chris Rock, Matthew Marsh","Action, Comedy, Thriller",5.6
102,Far from Heaven,2002,107.0,Todd Haynes,"Julianne Moore, Dennis Quaid, Dennis Haysbert","Drama, Romance",7.3
103,Ju-on: The Grudge,2002,92.0,Takashi Shimizu,"Megumi Okina, Misaki Itô, Misa Uehara",Horror,6.7
104,High Crimes,2002,115.0,Carl Franklin,"Jim Caviezel, Morgan Freeman, Ashley Judd","Crime, Drama, Mystery",6.4
105,Enough,2002,115.0,Michael Apted,"Jennifer Lopez, Billy Campbell, Tessa Allen","Crime, Drama, Thriller",5.8
106,Kung Pow: Enter the Fist,2002,81.0,Steve Oedekerk,"Steve Oedekerk, Fei Lung, Leo Lee","Action, Comedy",6.2
107,Blood Work,2002,110.0,Clint Eastwood,"Clint Eastwood, Jeff Daniels, Anjelica Huston","Action, Crime, Drama",6.4
108,Devdas,2002,185.0,Sanjay Leela Bhansali,"Shah Rukh Khan, Aishwarya Rai Bachchan, Madhuri Dixit","Drama, Musical, Romance",7.5
109,The Good Girl,2002,93.0,Miguel Arteta,"Jennifer Aniston, Jake Gyllenhaal, Deborah Rush","Drama, Romance",6.4
110,Crossroads,2002,93.0,Tamra Davis,"Britney Spears, Anson Mount, Zoe Saldaña","Comedy, Drama, Romance",3.9
111,In America,2002,105.0,Jim Sheridan,"Paddy Considine, Samantha Morton, Djimon Hounsou",Drama,7.7
112,Dirty Pretty Things,2002,97.0,Stephen Frears,"Chiwetel Ejiofor, Audrey Tautou, Sophie Okonedo","Crime, Drama, Thriller",7.2
113,Whale Rider,2002,101.0,Niki Caro,"Keisha Castle-Hughes, Rawiri Paratene, Vicky Haughton","Drama, Family",7.5
114,Narc,2002,105.0,Joe Carnahan,"Ray Liotta, Jason Patric, Chi McBride","Crime, Drama, Mystery",7.1
115,Death to Smoochy,2002,109.0,Danny DeVito,"Robin Williams, Edward Norton, Catherine Keener","Comedy, Crime, Drama",6.3
116,The Spanish Apartment,2002,122.0,Cédric Klapisch,"Romain Duris, Judith Godrèche, Kelly Reilly","Comedy, Drama, Romance",7.3
117,May,2002,93.0,Lucky McKee,"Angela Bettis, Jeremy Sisto, Anna Faris","Drama, Horror",6.6
118,Spider,2002,98.0,David Cronenberg,"Ralph Fiennes, Miranda Richardson, Gabriel Byrne","Drama, Mystery, Thriller",6.7
119,Spun,2002,101.0,Jonas Åkerlund,"Jason Schwartzman, John Leguizamo, Patrick Fugit","Comedy, Crime, Drama",6.7
120,Big Fat Liar,2002,88.0,Shawn Levy,"Frankie Muniz, Amanda Bynes, Paul Giamatti","Adventure, Comedy, Family",5.5
121,Dragonfly,2002,104.0,Tom Shadyac,"Kevin Costner, Susanna Thompson, Joe Morton","Drama, Fantasy, Mystery",6.1
122,24 Hour Party People,2002,117.0,Michael Winterbottom,"Steve Coogan, Lennie James, John Thomson","Biography, Comedy, Drama",7.3
123,Antwone Fisher,2002,120.0,Denzel Washington,"Denzel Washington, Derek Luke, Joy Bryant","Biography, Drama",7.3
124,Interstate 60,2002,116.0,Bob Gale,"James Marsden, Gary Oldman, Kurt Russell","Adventure, Comedy, Drama",7.5
125,The New Guy,2002,88.0,Ed Decter,"DJ Qualls, Lyle Lovett, Eliza Dushku",Comedy,5.8
126,Femme Fatale,2002,114.0,Brian De Palma,"Rebecca Romijn, Antonio Banderas, Peter Coyote","Crime, Drama, Mystery",6.2
127,The Rookie,2002,127.0,John Lee Hancock,"Dennis Quaid, JD Evermore, Rachel Griffiths","Drama, Family, Sport",6.9
128,Undercover Brother,2002,86.0,Malcolm D. Lee,"Eddie Griffin, Denise Richards, Aunjanue Ellis-Taylor","Action, Comedy",5.9
129,Drumline,2002,118.0,Charles Stone III,"Nick Cannon, Zoe Saldaña, Orlando Jones","Comedy, Drama, Music",6.0
130,Igby Goes Down,2002,98.0,Burr Steers,"Kieran Culkin, Susan Sarandon, Jeff Goldblum","Comedy, Drama",6.8
131,Dark Water,2002,101.0,Hideo Nakata,"Hitomi Kuroki, Rio Kanno, Mirei Oguchi","Drama, Horror, Mystery",6.7
132,The Four Feathers,2002,132.0,Shekhar Kapur,"Heath Ledger, Wes Bentley, Kate Hudson","Adventure, Drama, Romance",6.5
133,Undisputed,2002,94.0,Walter Hill,"Wesley Snipes, Ving Rhames, Peter Falk","Action, Crime, Drama",6.1
134,8 Women,2002,111.0,François Ozon,"Fanny Ardant, Emmanuelle Béart, Danielle Darrieux","Comedy, Crime, Musical",7.0
135,White Oleander,2002,109.0,Peter Kosminsky,"Michelle Pfeiffer, Renée Zellweger, Robin Wright",Drama,7.1
136,Barbershop,2002,102.0,Tim Story,"Ice Cube, Cedric The Entertainer, Eve","Comedy, Drama",6.3
137,Blue Crush,2002,104.0,John Stockwell,"Kate Bosworth, Michelle Rodriguez, Matthew Davis","Drama, Romance, Sport",5.7
138,Boat Trip,2002,94.0,Mort Nathan,"Cuba Gooding Jr., Horatio Sanz, Roselyn Sanchez",Comedy,4.9
139,The Salton Sea,2002,103.0,D.J. Caruso,"Val Kilmer, Vincent D'Onofrio, Adam Goldberg","Crime, Drama, Mystery",7.0
140,Cypher,2002,95.0,Vincenzo Natali,"Jeremy Northam, Lucy Liu, Nigel Bennett","Mystery, Sci-Fi, Thriller",6.7
141,Life or Something Like It,2002,103.0,Stephen Herek,"Angelina Jolie, Edward Burns, Tony Shalhoub","Comedy, Romance",5.8
142,Friday After Next,2002,85.0,Marcus Raboy,"Ice Cube, Mike Epps, John Witherspoon","Comedy, Drama",5.8
143,Ken Park,2002,93.0,"Larry Clark, Edward Lachman","Adam Chubbuck, James Bullard, Seth Gray",Drama,5.8
144,Rabbit-Proof Fence,2002,94.0,Phillip Noyce,"Everlyn Sampi, Tianna Sansbury, Kenneth Branagh","Adventure, Biography, Drama",7.4
145,The Eye,2002,99.0,"Danny Pang, Oxide Chun Pang","Angelica Lee, Chutcha Rujinanon, Lawrence Chou","Horror, Mystery, Thriller",6.6
