ID,Name,Year,Duration,Directors,Actors,Genres,Rating
1,Batman Begins,2005,140,Christopher Nolan,"Christian Bale, Michael Caine, Ken Watanabe","Action, Crime, Drama",8.2
2,V for Vendetta,2005,132,James McTeigue,"Hugo Weaving, Natalie Portman, Rupert Graves","Action, Drama, Sci-Fi",8.1
3,Star Wars: Episode III - Revenge of the Sith,2005,140,George Lucas,"Hayden Christensen, Natalie Portman, Ewan McGregor","Action, Adventure, Fantasy",7.6
4,Sin City,2005,124,"Frank Miller, Quentin Tarantino, Robert Rodriguez","Mickey Rourke, Clive Owen, Bruce Willis","Crime, Thriller",8.0
5,Harry Potter and the Goblet of Fire,2005,157,Mike Newell,"Daniel Radcliffe, Emma Watson, Rupert Grint","Adventure, Family, Fantasy",7.7
6,Mr. & Mrs. Smith,2005,120,Doug Liman,"Brad Pitt, Angelina Jolie, Adam Brody","Action, Comedy, Crime",6.5
7,Charlie and the Chocolate Factory,2005,115,Tim Burton,"Johnny Depp, Freddie Highmore, David Kelly","Adventure, Comedy, Family",6.7
8,War of the Worlds,2005,117,Steven Spielberg,"Tom Cruise, Dakota Fanning, Tim Robbins","Action, Adventure, Sci-Fi",6.5
9,The 40-Year-Old Virgin,2005,116,Judd Apatow,"Steve Carell, Catherine Keener, Paul Rudd","Comedy, Romance",7.1
10,King Kong,2005,187,Peter Jackson,"Naomi Watts, Jack Black, Adrien Brody","Action, Adventure, Romance",7.2
11,Madagascar,2005,86,"Eric Darnell, Tom McGrath","Chris Rock, Ben Stiller, David Schwimmer","Animation, Adventure, Comedy",6.9
12,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,143,Andrew Adamson,"Tilda Swinton, Georgie Henley, William Moseley","Adventure, Family, Fantasy",6.9
13,Brokeback Mountain,2005,134,Ang Lee,"Jake Gyllenhaal, Heath Ledger, Michelle Williams","Drama, Romance",7.7
14,Constantine,2005,121,Francis Lawrence,"Keanu Reeves, Rachel Weisz, Djimon Hounsou","Action, Fantasy, Horror",7.0
15,Wedding Crashers,2005,119,David Dobkin,"Owen Wilson, Vince Vaughn, Rachel McAdams","Comedy, Romance",7.0
16,Fantastic Four,2005,106,Tim Story,"Ioan Gruffudd, Michael Chiklis, Chris Evans","Action, Adventure, Fantasy",5.7
17,Pride & Prejudice,2005,129,Joe Wright,"Keira Knightley, Matthew Macfadyen, Brenda Blethyn","Drama, Romance",7.8
18,Lord of War,2005,122,Andrew Niccol,"Nicolas Cage, Ethan Hawke, Jared Leto","Crime, Drama",7.6
19,Hitch,2005,118,Andy Tennant,"Will Smith, Eva Mendes, Kevin James","Comedy, Romance",6.6
20,The Island,2005,136,Michael Bay,"Scarlett Johansson, Ewan McGregor, Djimon Hounsou","Action, Sci-Fi, Thriller",6.8
21,Kingdom of Heaven,2005,144,Ridley Scott,"Orlando Bloom, Eva Green, Liam Neeson","Action, Adventure, Drama",7.3
22,Corpse Bride,2005,77,"Tim Burton, Mike Johnson","Johnny Depp, Helena Bonham Carter, Emily Watson","Animation, Comedy, Drama",7.4
23,Serenity,2005,119,Joss Whedon,"Nathan Fillion, Gina Torres, Chiwetel Ejiofor","Action, Adventure, Sci-Fi",7.8
24,Saw II,2005,93,Darren Lynn Bousman,"Donnie Wahlberg, Beverley Mitchell, Franky G","Horror, Mystery",6.6
25,Walk the Line,2005,136,James Mangold,"Joaquin Phoenix, Reese Witherspoon, Ginnifer Goodwin","Biography, Drama, Music",7.8
26,A History of Violence,2005,96,David Cronenberg,"Viggo Mortensen, Maria Bello, Ed Harris","Action, Crime, Drama",7.4
27,The Descent,2005,99,Neil Marshall,"Shauna Macdonald, Natalie Mendoza, Alex Reid","Adventure, Horror, Thriller",7.2
28,Munich,2005,164,Steven Spielberg,"Eric Bana, Daniel Craig, Marie-Josée Croze","Drama, History, Thriller",7.5
29,Kiss Kiss Bang Bang,2005,103,Shane Black,"Robert Downey Jr., Val Kilmer, Michelle Monaghan","Comedy, Crime, Mystery",7.5
30,Match Point,2005,124,Woody Allen,"Scarlett Johansson, Jonathan Rhys Meyers, Emily Mortimer","Drama, Romance, Thriller",7.6
31,Thank You for Smoking,2005,92,Jason Reitman,"Aaron Eckhart, Cameron Bright, Maria Bello","Comedy, Drama",7.5
32,Transporter 2,2005,87,Louis Leterrier,"Jason Statham, Amber Valletta, Kate Nauta","Action, Thriller",6.3
33,Jarhead,2005,125,Sam Mendes,"Jake Gyllenhaal, Jamie Foxx, Lucas Black","Biography, Drama, War",7.0
34,The Hitchhiker's Guide to the Galaxy,2005,109,Garth Jennings,"Martin Freeman, Yasiin Bey, Sam Rockwell","Adventure, Comedy, Sci-Fi",6.7
35,Cinderella Man,2005,144,Ron Howard,"Russell Crowe, Renée Zellweger, Craig Bierko","Biography, Drama, Romance",8.0
36,The Longest Yard,2005,113,Peter Segal,"Adam Sandler, Burt Reynolds, Chris Rock","Comedy, Crime, Sport",6.4
37,Hostel,2005,94,Eli Roth,"Jay Hernandez, Derek Richardson, Eythor Gudjonsson",Horror,5.9
38,Coach Carter,2005,136,Thomas Carter,"Samuel L. Jackson, Rick Gonzalez, Robert Ri'chard","Biography, Drama, Sport",7.3
