ID,Name,Year,Duration,Directors,Actors,Genres,Rating
1,Fight Club,1999,139,David Fincher,"Brad Pitt, Edward Norton, Meat Loaf","Crime, Drama, Thriller",8.8
2,The Matrix,1999,136,"Lana Wachowski, Lilly Wachowski","Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss","Action, Sci-Fi",8.7
3,The Green Mile,1999,189,Frank Darabont,"Tom Hanks, Michael Clarke Duncan, David Morse","Crime, Drama, Fantasy",8.6
4,American Beauty,1999,122,Sam Mendes,"Kevin Spacey, Annette Bening, Thora Birch",Drama,8.3
5,The Sixth Sense,1999,107,M. Night Shyamalan,"Bruce Willis, Haley Joel Osment, Toni Collette","Drama, Mystery, Thriller",8.2
6,Star Wars: Episode I - The Phantom Menace,1999,136,George Lucas,"Ewan McGregor, Liam Neeson, Natalie Portman","Action, Adventure, Fantasy",6.5
7,Toy Story 2,1999,92,"John Lasseter, Ash Brannon, Lee Unkrich","Tom Hanks, Tim Allen, Joan Cusack","Animation, Adventure, Comedy",7.9
8,The Mummy,1999,124,Stephen Sommers,"Brendan Fraser, Rachel Weisz, John Hannah","Action, Adventure, Fantasy",7.1
9,American Pie,1999,95,Paul Weitz,"Jason Biggs, Chris Klein, Thomas Ian Nicholas",Comedy,7.0
10,10 Things I Hate About You,1999,97,Gil Junger,"Heath Ledger, Julia Stiles, Joseph Gordon-Levitt","Comedy, Drama, Romance",7.4
11,Eyes Wide Shut,1999,159,Stanley Kubrick,"Tom Cruise, Nicole Kidman, Todd Field","Drama, Mystery, Thriller",7.5
12,Sleepy Hollow,1999,105,Tim Burton,"Johnny Depp, Christina Ricci, Miranda Richardson","Fantasy, Horror, Mystery",7.3
13,Notting Hill,1999,124,Roger Michell,"Hugh Grant, Julia Roberts, Richard McCabe","Comedy, Drama, Romance",7.2
14,Being John Malkovich,1999,113,Spike Jonze,"John Cusack, Cameron Diaz, Catherine Keener","Comedy, Drama, Fantasy",7.7
15,Magnolia,1999,188,Paul Thomas Anderson,"Tom Cruise, Jason Robards, Julianne Moore",Drama,8.0
16,The Blair Witch Project,1999,81,"Daniel Myrick, Eduardo Sánchez","Heather Donahue, Michael C. Williams, Joshua Leonard","Horror, Mystery",6.5
17,Office Space,1999,89,Mike Judge,"Ron Livingston, Jennifer Aniston, David Herman",Comedy,7.6
